oshpd_id9,oshpd_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Childrens_or_Cancer_Center,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Not_Defined_Elsewhere,Critical_Access_Hospital,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Invalid,Dx_Births,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_Dx_Invalid,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear
106190323,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,1509 EAST WILSON TERRACE,GLENDALE,91206,,NO,43,21,78.2ee,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,357,Basic,16386,12839,1,,3724,3249,4680,4049,3745,3279,2218,1749,1714,816,3,1627,807,8797,14,1,37,17943,623,554,68,49,38,,12,8,99,,3,27195,263,314,,10459,4879,565,9020,4303,1050,71,806,10,1751,366,1698,709,6873,1701,34,1289,649,46,1428,2893,1263,6589,,,2223,90,241,16,267,16,19,336,21992,2993,97,721,29,173,13,,29226,2301,25574,1351,6494,6103,,,138,766,974,1339,2091,1917,2259,3107,4,1,1,867,374,2345,1,184,8824,2,207,463,382,1041,623,,267,7984,1626,4,0,0,0,0,0,3639,5483,382,2380,713,156,147,2549,4,1353,512,591,856,854,325,272,405,17,1831,1150,225,1346,,4,,670,31,612,32,30,161,18,10674,149,12,35,92,17,61,3,,12597,2514,9310,773,2011
106190328,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,150 WEST ROUTE 66,GLENDORA,91740,,NO,59,29,78.2qq,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,107,Basic,1604,1330,,,470,395,519,468,378,323,159,83,58,81,,224,2,1315,1036,,8,349,64,138,10,3,,,3,,,,54,2543,119,,,1454,590,24,199,667,115,7,44,1,211,45,157,46,709,192,3,205,96,3,161,397,149,392,,1,224,6,19,2,46,7,19,55,2123,325,21,52,7,24,4,,2934,23,2426,485,728,654,,,6,44,46,94,221,350,290,331,,,,69,100,386,105,6,716,,39,20,20,31,27,4,54,236,951,,0,0,0,0,0,217,1116,1,29,19,41,25,107,,134,79,103,85,38,37,19,46,5,351,208,47,57,,,,46,1,45,,10,63,,1174,33,,1,2,3,4,,,1382,30,1220,132,2011
106190352,190352,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,,NO,49,30,78.2yyy,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,104,Basic,7876,6981,,,3572,2449,2397,2007,1684,1023,487,263,195,780,,643,182,13326,,42,9,655,454,312,3,18,,,,,,139,,13920,11,,,2946,619,398,8205,2689,559,19,161,1,819,146,742,215,2729,1288,11,1169,465,18,738,2140,475,3162,,,1009,44,18,8,252,13,32,224,11320,1318,34,451,35,90,9,,14857,89,9355,5413,1554,1235,,,132,196,262,361,439,397,309,359,96,238,,362,36,2092,45,,254,,140,122,76,123,,10,3,1942,373,,0,0,0,0,0,1387,825,180,189,208,185,25,346,,405,176,179,334,80,44,26,92,1,18,555,117,200,1,5,,78,5,42,6,,60,9,2526,22,1,7,12,2,19,,,2789,89,1667,1033,2011
106190382,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,,NO,45,26,78.2g,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,345,Basic,13754,12540,1,,535,2140,6241,5275,4472,3699,1974,1065,716,178,,1643,3892,10833,8,4486,45,5388,325,2692,1,61,23,6,1,118,,291,12,22602,163,,,5504,2827,890,9241,7833,1827,94,598,6,1359,324,1589,477,5033,1941,80,1345,2013,58,1888,1919,1114,4629,1,,1373,49,215,16,567,21,130,211,20646,1897,103,743,104,88,132,,26295,1559,18630,6106,3022,2792,,,76,326,448,687,957,961,986,1337,28,8,,1130,657,1792,1112,4,1116,3,35,218,187,222,270,48,,3904,927,3,0,0,0,0,0,1941,2319,889,109,556,105,104,1140,5,867,280,304,564,522,152,184,142,11,80,626,150,551,,27,,316,39,257,26,35,282,12,4679,66,2,21,40,18,19,2,,5814,1232,3238,1344,2011
106190385,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI STREET,MISSION HILLS,91345,Level II,NO,39,20,78.2hh,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,329,Basic,31320,24541,7,,13293,7488,8548,6377,5525,4305,3052,2422,2415,2443,,1078,2197,40354,13,946,73,11207,638,232,,74,3,4,5,,,132,3,54568,205,4,,23563,7785,1312,14334,8874,1461,204,960,11,3352,510,3440,1701,12293,2704,63,3932,1448,56,1156,9169,2245,11163,,,3739,167,684,28,474,61,302,724,42515,5187,217,1357,56,321,36,,55868,493,43755,11620,4989,4716,,,232,668,683,1019,1428,1618,1781,2254,21,1,,472,415,4833,165,7,3811,2,231,146,338,1257,184,42,83,5949,1458,17,0,0,0,0,0,1871,4986,143,2005,700,126,176,1813,6,1623,357,645,680,1565,145,264,219,16,58,1060,241,696,1,14,,582,34,832,141,55,412,26,7010,143,31,361,49,19,9,1,,9705,334,6984,2387,2011
106190392,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,,NO,46,22,78.2ffff,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,380,Basic,12707,11338,,,1178,1891,5083,4074,3781,3329,2058,1219,983,449,,2226,4591,11350,44,219,64,5551,745,1789,,74,1,,,,,420,,21007,9,,,4801,3385,495,6931,8433,1069,100,667,4,1603,321,1175,328,5457,1288,44,1408,698,44,1594,1870,865,5510,,,1544,43,94,10,633,12,33,167,18184,2259,83,717,91,77,98,,24045,1186,15289,7570,2997,2931,,,69,325,337,571,754,989,1270,1610,3,,,1523,1025,2160,22,5,1185,8,143,127,304,484,157,8,26,3597,1082,,0,0,0,0,0,886,3032,29,1316,665,92,102,1362,4,828,350,320,551,467,151,166,151,10,52,669,109,541,1,2,,334,22,266,35,9,172,14,4950,63,4,15,16,9,19,,,5928,1183,3006,1739,2011
106190400,190400,HUNTINGTON MEMORIAL HOSPITAL,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,Level II,NO,44,21,78.2mm,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,585,Basic,22715,19235,2,,5628,4582,6525,5613,5402,4749,3203,2278,2570,1402,,2643,7152,14632,26,1347,42,16110,206,325,760,110,4,,3,301,,154,51,39882,156,,,11885,7575,969,14792,6731,1181,100,878,9,2245,573,2273,730,10604,2321,61,2382,1478,89,2092,3955,1408,9573,,,3784,86,216,22,507,8,308,411,30081,4378,245,1524,92,254,36,,41952,926,36592,4434,8344,7380,,,410,1024,1158,1752,2261,2442,2370,3723,231,353,,1202,2418,3806,406,28,7855,9,383,207,373,1814,367,,462,9876,2225,17,0,0,0,0,0,2823,7737,105,3999,1060,175,301,2580,16,2271,705,768,1072,1976,460,411,549,12,1084,1445,385,1468,5,41,,999,160,1600,112,138,754,54,11073,283,46,245,162,68,25,5,,15724,796,13316,1612,2011
106190413,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,210 W. SAN BERNARDINO ROAD,COVINA,91723,,NO,57,24,78.2qq,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,138,Basic,6591,4920,1,,1060,1326,1938,1541,1570,1558,943,743,628,205,,621,660,6230,11,149,11,3830,249,278,1,35,1,2,,29,,226,5,10522,164,,,1182,2295,143,5631,2261,212,85,344,4,602,161,541,113,2042,954,60,527,564,7,471,1035,507,3282,,1,716,50,103,6,112,1,113,96,9294,655,50,221,40,38,17,,11512,352,9750,1410,3304,3120,,,104,531,514,760,1046,994,1093,1382,,,,495,356,2626,72,6,2865,4,235,163,154,295,103,57,127,4080,1202,8,0,0,0,0,0,1801,3180,29,879,535,13,106,1144,3,767,244,251,389,415,94,150,136,12,1287,622,125,666,,,,217,28,248,8,16,170,4,5568,62,3,11,74,11,3,1,,6424,350,5134,940,2011
106190422,190422,TORRANCE MEMORIAL MEDICAL CENTER,3330 WEST LOMITA BOULEVARD,TORRANCE,90505,,NO,53,28,78.2aaaa,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,361,Basic,23478,17858,1,,4674,4453,5076,5004,5286,4736,3651,3520,4013,924,,4991,5089,10733,144,3066,48,17266,296,164,,56,2,1,,9,,,4,40053,752,,,6338,9083,765,20918,4233,419,113,1062,6,915,388,1789,154,9342,3727,58,1385,528,34,619,2116,1338,17344,,,3325,67,444,13,255,922,62,322,31596,3108,133,855,42,149,44,,41337,958,37521,2858,7190,6030,,,243,493,699,1096,1690,2131,2592,3902,150,224,,1860,1310,1979,899,88,7038,46,160,127,434,1150,163,34,162,8525,2462,3,0,0,0,0,0,853,6615,67,5185,500,108,244,2876,7,2280,662,667,931,1218,255,381,283,16,122,1549,292,1301,1,27,,730,59,906,14,34,703,30,10376,209,13,22,52,46,17,9,,13220,637,11662,921,2011
106190429,190429,KAISER FND HOSP - LOS ANGELES,4867 SUNSET BOULEVARD,LOS ANGELES,90027,,YES,45,26,78.2g,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,396,Basic,31948,29548,,,4652,4943,10530,9215,8836,8446,6287,4390,3253,944,,6760,8459,25681,139,4385,822,15250,370,961,,20,97,23,2,2,30,635,2,59027,88,239,,9974,11240,267,35643,4372,1147,308,1568,21,4084,1289,3849,1095,12641,4504,166,3628,1858,36,2007,6009,2655,14630,1,,3973,77,648,16,667,26,340,538,47121,5942,250,1502,95,265,36,,61496,1806,49262,10428,4878,5289,,,361,712,738,1141,1642,1871,1660,1585,129,328,,1331,1460,3894,239,54,3161,28,214,185,259,1436,91,7,52,7218,705,,0,0,0,0,0,481,4245,10,4881,550,128,213,1772,27,2024,536,608,850,839,342,393,292,42,466,749,216,657,2,10,1,360,25,621,27,31,403,12,8520,80,8,25,29,15,10,1,,10167,381,8068,1718,2011
106190431,190431,KAISER FND HOSP - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,,NO,55,28,78.2aaaa,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,235,Basic,26237,20554,2,,4631,4779,6366,5335,6104,5890,5109,4362,3395,822,,3733,14567,13274,92,2485,3340,9302,531,516,,22,156,16,,5,12,403,1,44987,122,21,1,5337,10210,207,27731,3308,1275,242,1671,9,2207,1233,2761,866,11147,3228,84,2266,1437,70,1305,3697,1633,11661,1,,3416,134,542,21,369,29,310,413,34116,5604,186,1256,136,245,16,,46793,504,42017,4272,4291,3763,,,156,388,410,731,1170,1456,1746,1853,41,103,,827,2743,1670,157,42,2594,21,283,73,255,1227,36,3,95,5520,561,1,0,0,0,0,0,257,4411,11,3083,292,66,215,1359,1,1442,524,555,935,622,217,247,163,12,104,837,237,509,,9,,346,29,664,13,14,382,13,6342,178,10,22,18,14,9,,,8054,145,7327,582,2011
106190432,190432,KAISER FND HOSP - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,91402,,NO,39,20,78.2zz,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,218,Basic,24020,20212,,,4509,4660,6453,5249,5607,5674,4319,3486,3370,905,,3669,2930,19038,133,691,3779,13992,158,361,,28,30,24,13,19,17,372,8,42615,49,537,1,5318,9279,131,24483,5021,555,167,1356,17,2403,765,2604,970,8746,2721,118,2376,934,18,1735,3897,1409,13440,1,,2922,97,369,19,349,229,195,468,34307,3676,188,1049,108,221,35,,44232,1191,36418,6623,3791,3605,,,168,364,432,643,1032,1300,1374,1886,58,139,,654,519,2272,59,77,3797,18,276,70,182,911,88,17,81,5037,734,,0,0,0,0,0,261,3993,8,2850,284,52,144,1447,4,1567,415,547,584,623,115,178,153,5,109,947,138,364,,4,,440,30,485,12,49,391,19,5780,93,12,27,20,17,19,2,,7396,290,6166,940,2011
106190434,190434,KAISER FND HOSP - WEST LA,6041 CADILLAC AVENUE,LOS ANGELES,90034,,NO,47,26,78.2x,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,305,Basic,32846,24762,2,,4762,4893,9086,6949,7342,7601,6238,5028,4795,916,,2024,27417,12419,228,2542,2652,10328,808,539,5,65,255,64,6,15,11,417,4,55076,76,254,15,8006,12804,216,30583,6001,1309,309,1851,10,2677,1193,2802,863,13447,4329,121,2748,1372,27,1794,4942,2948,14867,1,,3949,102,541,20,560,48,432,528,42840,6112,230,1774,129,266,78,1,57610,586,52236,4788,3569,3004,,,101,371,383,557,861,1173,1388,1738,1,,,266,3573,950,115,36,1614,19,259,56,239,960,78,31,40,4292,617,1,0,0,0,0,0,264,3681,7,2367,254,125,205,1298,2,1185,364,358,963,349,207,187,115,12,72,649,128,354,,,,186,31,433,9,13,400,19,5363,62,3,14,17,14,8,1,,6573,79,6073,421,2011
106190470,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,4101 TORRANCE BOULEVARD,TORRANCE,90503,,NO,53,28,78.2u,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,327,Basic,28416,21781,2,,7901,5294,7845,6597,6029,5161,3353,2927,3113,1979,,3859,8021,16219,24,2126,169,19781,916,482,,81,31,6,3,60,74,214,1,47863,468,,,13927,8554,1869,18563,7286,1499,214,1184,16,2309,740,2625,1123,11257,2701,112,2988,2533,50,1443,5342,1864,12199,,,3886,178,380,24,435,24,108,421,38281,4595,259,1243,78,227,60,,50199,1056,45795,3348,7249,5797,,,237,608,801,1390,1871,2065,2118,3505,179,272,,1590,1998,2754,504,39,6150,11,240,195,363,966,234,23,69,8713,2242,1,0,0,0,0,0,2288,5412,315,4512,519,130,232,2609,12,2140,535,764,1212,1111,306,370,321,12,167,1444,325,1316,7,33,,674,44,489,14,12,144,26,11364,132,27,34,38,17,31,,,13046,601,11505,940,2011
106190475,190475,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,90804,,NO,54,27,78.2lll,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,163,Basic,10324,8492,,,1752,2011,3897,2935,3118,2277,1116,610,867,233,,699,4544,4085,9,270,5,9204,896,444,820,41,5,1,,114,,42,,16325,128,,,5312,2912,756,5540,4296,428,99,489,4,1082,321,992,405,4657,1276,44,1229,433,3,843,2057,1043,3411,,,1549,45,171,12,451,22,46,255,13616,1789,111,566,33,86,64,,18816,93,18174,549,1893,1843,,,62,361,329,615,695,501,412,761,,,,170,636,492,28,,2403,7,227,148,128,187,103,5,17,2333,582,6,0,0,0,0,0,697,1970,34,520,515,14,62,444,1,337,156,126,284,234,46,45,83,3,1150,418,38,295,,,,206,8,127,15,3,68,6,3090,62,3,7,107,5,28,1,,3736,36,3611,89,2011
106190500,190500,MARINA DEL REY HOSPITAL,4650 LINCOLN BOULEVARD,MARINA DEL REY,90291,,NO,53,28,78.2j,West,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,105,Basic,9384,8690,,,937,1462,3641,3133,2882,2425,1451,964,1066,113,,633,4189,2418,32,1417,501,8884,434,855,,39,11,5,2,,,147,,16546,35,,,931,2961,567,9457,4158,232,63,424,3,830,251,981,277,5685,808,15,1377,740,5,993,1515,781,3094,,,1682,78,240,9,268,11,57,247,11826,2445,187,802,82,80,60,,18074,265,17185,624,1508,1389,,,30,117,153,272,390,504,526,905,,,,135,631,197,168,61,1699,6,192,147,72,256,64,3,8,1642,508,5,0,0,0,0,0,177,1730,36,759,195,8,49,602,,445,110,157,364,260,79,53,76,2,26,302,56,308,,,,206,14,138,3,6,97,5,2322,55,7,5,14,6,19,,,2897,33,2777,87,2011
106190517,190517,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,91356,,NO,41,23,78.2yy,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,249,Basic,13902,10555,,,3639,2656,3178,3150,2864,2699,1810,1532,2134,795,,405,1420,4215,5,325,12,18075,309,217,,34,21,13,3,25,4,97,23,23615,96,,,5871,4704,756,8267,4859,728,82,498,,1043,220,1151,478,5771,1307,23,2156,1134,27,729,2546,891,5673,,,1990,103,274,16,171,16,230,306,17640,2677,115,734,47,108,30,,24457,91,23689,677,4690,3498,,,199,219,361,541,798,1051,1492,3144,131,252,,164,222,686,69,1,7046,,104,129,281,1253,101,34,179,4625,1482,,0,0,0,0,0,1022,4706,103,2177,180,111,139,1549,14,1172,363,507,858,772,193,210,209,16,74,995,245,748,,13,,543,49,682,6,16,521,22,6098,135,5,29,18,37,26,1,,8188,166,7869,153,2011
106190521,190521,MEMORIAL HOSPITAL OF GARDENA,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,,NO,51,25,78.2iiii,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,103,Basic,16185,11861,,,4112,3610,5794,4080,3590,3057,1519,767,561,956,,734,15145,9955,55,354,38,1765,862,2461,11,88,4,,,1,,77,40,24350,152,,,12127,2174,652,5323,7770,1453,78,613,14,1376,446,1591,464,5887,1500,86,1723,1296,23,1180,3372,1199,5745,,,1745,42,239,16,576,105,88,328,21209,2321,156,924,118,134,45,,28046,127,23424,4495,3299,2115,,,137,576,523,657,1008,897,749,864,3,,,256,2899,1615,81,15,533,15,237,272,136,215,30,48,33,3384,1059,,0,0,0,0,0,2169,2138,34,500,573,671,71,1026,2,672,293,291,615,282,75,87,195,8,53,656,126,288,3,,,214,14,171,13,45,262,8,4536,73,5,15,24,5,26,3,,5414,39,4476,899,2011
106190522,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,,NO,43,21,78.2ee,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,255,Basic,12440,10453,,,2617,2216,3482,3116,2936,2585,2082,1736,1519,604,,1342,781,9166,3,2368,36,9197,86,556,407,35,10,2,2,,,42,,21696,57,,,8774,4502,974,4850,3793,673,55,562,,982,236,1305,448,5303,1219,18,1183,917,49,866,2045,983,6049,,,1737,51,199,7,211,13,20,227,17191,2343,87,609,30,159,9,,22893,1787,18558,2548,3495,3182,,,52,257,344,509,892,1161,1443,1969,48,2,,575,206,1681,612,20,3582,1,119,209,257,807,172,54,105,3908,1046,,0,0,0,0,0,1929,3642,37,770,299,101,99,1623,3,992,273,400,671,457,157,199,168,21,71,806,149,450,,37,,340,24,346,5,23,170,15,5629,64,5,24,10,8,13,1,,6677,1471,4395,811,2011
106190524,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,,NO,39,20,78.2zz,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,85,Basic,7094,5864,,,1879,1949,2068,1931,1939,1407,785,389,340,271,,717,1390,8160,9,35,1,2646,158,201,37,15,38,3,,1,95,28,5,11859,201,314,3,7349,1675,263,883,2788,151,66,253,7,720,166,761,370,2620,820,20,1044,525,6,1021,1734,581,2093,,,832,35,80,2,260,17,17,163,10076,1010,32,317,32,41,44,,12958,249,8320,4389,2237,2544,,,87,464,548,813,935,593,532,809,,,,389,722,1540,15,3,2109,3,19,174,82,316,172,26,,2983,1007,2,0,0,0,0,0,1603,2246,70,390,472,2,48,459,1,351,169,180,441,233,50,36,146,2,1974,371,112,206,,,,143,11,109,17,41,138,6,4115,78,1,8,92,4,18,,,4781,317,3721,743,2011
106190525,190525,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,Level II & Level II - Ped,YES,54,27,78.2lll,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,420,Basic,36887,29358,,,16222,8788,10156,7246,6615,5171,3051,1911,1758,5327,,5055,16398,31714,106,1376,35,11561,605,2957,130,81,15,,16,3,,300,,61829,309,,,9954,5680,3832,36998,9781,2600,345,1054,19,3074,600,3766,1411,12022,3459,66,4083,2067,220,1216,8589,2523,19125,4,2,4197,124,201,22,666,3,7,463,53982,4299,305,1620,75,261,20,,66245,806,55533,9906,8015,6698,,,220,1332,1204,1782,2590,2400,2330,2839,6,10,,1866,3305,3839,133,27,5520,23,607,400,396,1271,250,7,57,9920,1797,8,0,0,0,0,0,3126,6604,182,2994,1807,164,441,2952,5,2143,808,862,692,1689,391,466,377,37,171,1370,366,1778,,1,,712,57,442,126,5,15,12,12796,107,41,326,41,15,16,1,1,14713,642,12454,1617,2011
106190529,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,,NO,44,29,78.2xxx,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,574,Basic,15192,12285,,,4003,3045,3968,3167,3272,2832,2204,1819,2368,799,,3232,2054,11722,15,1024,,9430,722,582,,88,5,5,9,3,397,59,3,25307,296,1,,2205,5896,559,14150,4667,602,55,736,7,1101,362,1318,331,7074,1498,36,1416,1164,33,874,2467,963,7440,,,2549,91,219,20,324,215,169,335,19071,3128,140,895,105,186,29,1,27477,707,24809,1961,5635,4893,,,147,359,481,975,1337,1690,1902,3517,24,96,,1669,527,2902,328,1,5096,5,224,139,385,727,501,80,,6127,2344,1,0,0,0,0,0,820,6425,74,2631,578,97,146,2132,1,1408,463,596,973,1071,237,268,318,9,157,1337,256,1054,,5,,888,47,614,17,39,308,25,8257,167,18,45,32,53,15,3,,10528,902,8753,873,2011
106190534,190534,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIA BLVD,LOS ANGELES,90036,,NO,47,26,78.2x,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,204,Basic,10411,8695,,,1002,1464,3404,3150,3194,2964,1637,943,1235,113,,739,8546,3167,,1591,37,5026,879,643,50,75,32,4,4,,,98,,17253,68,,,5930,3613,1038,4072,4453,254,130,535,2,910,306,1099,429,4908,927,22,1737,970,2,1104,1580,898,3291,1,1,1334,72,179,8,419,13,166,218,13413,2228,87,783,77,79,30,,19106,360,17528,1218,2707,1991,,,20,147,206,396,582,776,916,1655,,,,268,1951,498,295,6,1675,5,189,151,235,543,62,28,114,1796,1579,1,0,0,0,0,0,481,3484,43,480,210,10,67,760,,567,213,394,893,385,122,78,150,3,55,493,104,404,,,,260,30,341,7,14,344,6,3597,54,,13,20,7,5,,,4698,273,4161,264,2011
