oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106190430,106190430,190430,KAISER FND HOSP - BELLFLOWER,9400 EAST ROSECRANS AVENUE,BELLFLOWER,90706,,NO, 78.2m, East, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,352,Basic,41106,31235,18,,8929,8592,10843,10238,9809,8704,5863,4425,2835,2121,,3710,14787,36547,61,5595,336,11323,1061,730,51,131,13,21,69662,91,24,260,50,59,0,191,15,7607,9629,142,48980,6001,2787,,338,1970,20,4659,1282,4536,1909,14754,4707,150,4689,1108,132,2008,8111,2713,16486,4442,202,857,35,499,56,,679,56009,7093,249,1589,139,431,79,,72359,6183,5632,,,435,808,990,1378,2039,1950,2005,1766,143,301,,709,2660,4808,11,480,3,3144,492,155,276,1228,124,12,72,8679,771,6,0,0,0,0,0,601,4806,5882,515,11,202,345,1825,16,2313,694,771,1073,834,244,301,284,8,241,1216,322,1104,1,21,545,59,923,30,14,,24,9909,184,13,39,47,12,12,4,,11815,2008
106190431,106190431,190431,KAISER FND HOSP - HARBOR CITY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,,NO, 78.2aaaa, South Bay, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,235,Basic,24966,19582,6,,4010,4918,6015,5743,6239,5788,4566,3738,2727,809,1,3076,13627,12452,48,4094,2526,8731,589,477,35,85,15,,42935,96,18,237,3,36,0,26,2,4034,8452,278,29121,2669,1589,,202,1541,9,2048,898,2434,1000,11026,2928,118,2382,1560,49,1249,3573,1770,10178,3186,122,532,21,418,18,,380,32490,5465,199,1343,85,251,44,,44554,4497,4053,,,212,338,549,883,1306,1583,1822,1657,63,137,,774,2977,1831,20,177,48,2723,312,85,238,836,46,6,95,6247,682,3,0,0,0,0,0,330,4308,3635,261,16,77,203,1436,3,1462,482,667,646,593,215,257,160,9,182,1015,297,835,1,10,345,29,649,19,16,,21,7282,113,4,19,25,15,11,2,,8550,2008
106190432,106190432,190432,KAISER FND HOSP - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,91402,,NO, 78.2zz, San Fernando Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,218,Basic,18830,15331,,,2828,3531,4604,4447,5024,4643,3208,2707,2518,651,,1651,1567,7986,21,597,14230,8109,221,326,34,35,9,,33069,31,7,84,10,75,0,241,19,2698,6576,112,20873,3902,348,,111,1009,15,1585,584,1826,604,6254,2649,95,1963,651,16,1320,2646,951,11534,2163,81,343,22,255,242,,356,26594,2762,120,920,86,181,36,,34161,3140,3002,,,206,307,356,588,994,994,1164,1366,54,113,,509,399,1679,4,174,254,3123,164,65,153,769,112,22,58,4371,425,3,0,0,0,0,0,274,2942,2615,305,6,47,86,1230,10,1140,330,450,354,525,102,186,108,12,114,758,136,545,,9,294,31,348,9,30,,17,5259,67,4,26,21,14,21,1,,6142,2008
106190434,106190434,190434,KAISER FND HOSP - WEST LA,6041 CADILLAC AVENUE,LOS ANGELES,90034,,NO, 78.2x, Metro, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,305,Basic,29517,22809,1,,4193,4829,7853,6963,7498,6979,5236,4063,3743,970,,1348,22393,10040,24,5195,5321,8006,521,349,71,42,13,4,50921,21,11,126,8,51,0,175,14,5195,9883,71,30649,6529,1193,,249,1566,11,2505,1035,2555,1070,14155,3700,103,2441,1382,26,1378,4831,2833,11294,4012,104,527,24,702,274,,424,36987,6691,185,2002,79,238,78,,52327,3270,2685,,,133,276,358,520,847,996,1195,1546,19,65,,252,3354,756,7,45,11,1530,191,52,227,593,67,6,33,4288,497,1,0,0,0,0,0,255,3199,2259,239,3,108,163,1231,,1112,354,412,256,401,162,193,104,4,44,790,151,468,,2,209,27,279,23,8,,15,5274,63,4,22,17,10,3,1,,5955,2008
106190455,106190455,190455,LANCASTER COMMUNITY HOSPITAL,43830 NORTH 10TH STREET WEST,LANCASTER,93534,,NO, 77.1b, Antelope Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,117,Basic,9585,7668,,,1257,1862,2512,2472,3136,2411,1458,994,918,232,1,22,803,456,,126,14496,1350,65,1533,,1,,,15530,33,,14,0,1,0,,76,2681,2237,658,9176,2501,221,1,99,566,9,1044,544,1026,277,3771,983,52,1274,385,4,385,1986,574,4052,1181,59,189,6,318,12,58,182,13100,1418,70,460,88,87,25,,17253,2427,2321,,,40,144,328,663,900,891,944,838,,,,54,1183,606,2,179,10,2714,62,73,142,531,100,,,2968,412,460,0,0,0,0,0,404,1485,2364,269,226,1,63,1154,2,604,280,224,247,440,78,115,129,11,26,786,99,489,,,233,41,295,11,19,171,13,3830,41,6,29,33,19,6,1,,4748,2008
106190470,106190470,190470,LITTLE COMPANY OF MARY HOSPITAL,4101 TORRANCE BOULEVARD,TORRANCE,90503,,NO, 78.2u, South Bay, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,315,Basic,23976,18969,,,6231,4721,6443,5961,5697,4127,2692,2457,2883,1733,,3918,6021,11687,67,1383,34,19835,787,402,84,3,3,1,41163,369,5,124,0,4,0,,,9060,7256,1954,19836,4839,1199,,209,860,12,2057,635,2423,1280,11103,2244,85,2596,1579,59,1074,4290,1675,9565,3751,173,406,26,359,18,80,458,31276,4530,257,1188,109,259,55,,42945,5774,4550,,,203,467,634,1023,1319,1523,1844,2965,148,198,,1409,1199,1886,12,244,8,5566,191,121,393,1010,107,10,67,6451,1972,2,0,0,0,0,0,1622,5431,2736,422,113,99,168,2225,10,1780,457,605,767,861,218,311,242,17,118,1223,250,952,,21,607,39,416,25,13,202,18,8790,77,14,43,45,16,17,2,,10324,2008
106190475,106190475,190475,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,90804,,NO, 78.2lll, South Bay, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,188,Basic,9968,8249,,,1671,2037,3713,2975,3088,1964,982,604,871,311,1,644,4070,3647,23,152,3,9678,860,404,59,,,,15611,117,3,56,0,779,0,216,112,4414,2433,893,6494,3983,372,1,91,485,1,948,271,920,384,5006,1180,26,1178,476,6,739,2027,964,3142,1301,39,168,6,608,1,53,189,12950,2082,86,580,25,89,40,,18217,1736,1713,,,68,310,337,587,553,426,405,763,,,,165,537,401,5,20,1,2320,222,110,98,139,147,9,26,2211,474,13,0,0,0,0,0,659,1799,542,411,38,13,39,493,,292,137,127,273,240,45,35,58,1,916,385,91,304,,,167,12,144,30,4,52,12,2798,73,6,14,103,10,24,,,3449,2008
106190500,106190500,190500,MARINA DEL REY HOSPITAL,4650 LINCOLN BOULEVARD,MARINA DEL REY,90291,,No, 78.2j, West, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,105,Basic,10103,9119,,,1020,1552,3789,3495,3171,2548,1395,1036,1071,145,,565,4271,1553,161,2654,398,9620,434,812,63,11,2,,17689,52,1,96,0,20,0,42,,982,2936,1108,9803,4393,306,,82,433,2,777,244,959,167,5844,889,19,1478,1053,5,795,1527,859,3783,1627,75,231,12,279,4,97,220,12896,2590,215,777,73,85,41,,19222,1536,1318,,,26,126,197,273,403,393,520,916,,,,109,599,130,15,297,69,1635,164,99,131,299,55,1,4,1569,532,,0,0,0,0,0,168,1685,752,226,23,6,50,621,,470,134,156,259,291,68,72,76,1,25,336,58,231,,,186,13,120,9,11,160,8,2245,35,12,14,28,5,8,,,2854,2008
106190517,106190517,190517,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,91356,,NO, 78.2yy, San Fernando Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,245,Basic,12280,9853,,,3351,2380,2807,2828,2786,2352,1569,1471,1897,692,,235,996,2692,2,1373,101,16734,232,157,28,1,,2,21530,74,1,78,0,1,0,,29,1422,4451,422,12026,3812,544,,64,533,2,937,293,1055,506,5564,1234,13,1316,738,20,623,2234,726,5731,1945,81,211,9,160,2,124,233,16060,2322,78,691,71,140,6,,22133,3529,2742,1,,166,217,271,469,659,729,1189,2294,109,168,1,80,153,467,2,653,17,4900,228,98,224,1067,89,12,136,3451,967,,0,0,0,0,0,543,3909,1557,188,75,41,102,1277,6,862,364,422,421,449,132,121,160,4,48,974,181,697,,11,321,25,226,7,9,362,11,5189,50,2,19,24,10,16,1,,6272,2008
106190521,106190521,190521,MEMORIAL HOSPITAL OF GARDENA,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,,NO, 78.2iiii, South Bay, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,103,Basic,13817,9651,1,,3546,3427,4841,3429,2846,1987,1104,701,497,1091,,690,12219,8707,64,366,183,1240,594,1083,103,9,2,1,21255,111,,86,0,79,0,2,144,9739,1776,569,5632,5753,1917,,65,646,8,1182,362,1270,348,5020,1060,68,1348,1523,39,695,2817,895,4206,1285,61,192,25,497,32,36,187,18098,1995,68,745,82,121,45,,23469,2922,1525,,,210,672,459,505,676,608,624,691,2,,,260,2195,1495,11,81,31,374,102,159,139,181,56,129,33,2872,773,3,0,0,0,0,0,1823,1743,452,403,26,907,72,740,2,459,280,219,289,223,54,119,87,13,35,548,103,295,2,,115,13,139,14,16,139,6,3926,43,2,8,10,7,9,,,4447,2008
106190522,106190522,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,,NO, 78.2ee, San Fernando Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,255,Basic,11888,10036,,,2326,1949,3074,2880,3052,2442,2148,1787,1573,693,,1324,809,8946,8,1963,94,8780,292,450,50,5,1,,20961,31,3,28,0,74,0,,29,7258,4633,844,5723,3466,640,,104,589,6,1246,282,1203,463,4933,1249,157,1302,728,34,758,1954,839,5437,1725,37,146,11,215,5,23,220,16610,2097,61,551,44,164,15,,21924,3659,3346,,,89,278,405,640,1000,1078,1451,2009,50,5,,578,178,1734,6,572,72,3865,103,221,273,680,313,22,112,4317,962,2,0,0,0,0,0,1935,3580,1040,417,33,144,93,1780,2,951,250,403,543,422,127,238,182,13,280,816,144,582,3,32,288,25,341,7,4,41,5,6180,56,5,17,20,8,5,3,,7005,2008
106190524,106190524,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,,NO, 78.2zz, San Fernando Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,85,Basic,6311,5739,1,,1875,1827,1922,1700,1744,1195,598,446,348,396,,666,1125,6887,14,114,12,3233,2,383,23,3,,,11212,171,,18,0,142,0,65,32,6286,1422,344,1201,2798,161,,35,225,4,624,197,623,434,2703,689,19,771,430,4,822,1403,438,2469,801,40,129,4,292,36,21,108,8986,1092,33,341,58,81,29,,12051,1905,2009,,,52,321,421,612,671,490,620,727,,,,390,405,56,4,76,2,2981,101,156,102,14,38,30,,2591,879,3,0,0,0,0,0,1522,1928,302,139,23,10,64,463,,317,171,238,254,229,36,54,46,,1031,419,79,503,,,99,16,76,6,19,100,12,3383,75,,8,110,2,6,2,,3914,2008
106190525,106190525,190525,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,Level II & Level II - Ped,YES, 78.2lll, South Bay, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,420,Basic,32840,26848,2,,13765,8002,8555,6627,6325,4867,2716,1747,1730,5352,4,4685,14961,26610,108,1521,7,11798,627,1487,105,12,7,,56731,230,,277,0,142,0,40,32,9855,5340,4738,31116,8641,2310,3,252,925,23,2717,727,3289,1492,12246,2979,91,3224,2046,173,1044,7751,2309,16089,3885,169,215,23,838,2,17,479,47090,4364,292,1868,140,283,25,,59690,9233,7620,3,,448,1327,1313,2239,2875,2678,2522,3180,54,220,,2023,3926,4185,27,185,68,6442,687,453,503,1208,295,67,76,11494,2064,9,0,0,0,0,0,3622,7164,3741,1954,375,157,389,3219,11,2320,847,929,906,2002,427,506,506,24,278,1647,428,2256,,4,844,97,703,188,6,12,37,14250,183,37,376,80,24,16,3,,16856,2008
106190529,106190529,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,,NO, 78.2xxx, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,434,Basic,16084,13394,1,,4161,3466,4072,3570,3421,2903,2079,2094,2599,1114,,3343,2164,11466,10,999,,11497,444,592,78,60,8,,28065,133,3,39,0,26,0,30,1,2539,6587,733,14599,5021,855,,71,803,6,1218,518,1264,381,7944,1781,38,1421,1225,81,804,2579,1119,7371,2808,107,336,16,353,33,242,407,20228,3472,117,941,125,267,27,,29479,5533,4602,,,143,367,514,917,1207,1502,1925,3400,48,112,,1346,636,2537,4,250,2,5360,184,160,412,731,254,75,63,6040,2216,,0,0,0,0,0,813,6220,2509,507,86,93,163,2184,9,1332,462,541,868,1004,183,289,253,8,103,1415,192,1034,,2,756,48,634,18,36,125,34,8158,168,11,51,52,28,11,5,,10135,2008
106190534,106190534,190534,OLYMPIA MEDICAL CENTER,5925 SAN VICENTE BOULEVARD,LOS ANGELES,90019,,NO, 78.2x, Metro, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,204,Basic,7379,5931,,,648,965,2259,2053,2573,2056,962,738,971,85,,706,7177,97,,805,119,4406,323,604,75,1,1,,12119,51,2,125,0,6,0,3,,3832,2705,594,3230,2949,180,,160,357,2,528,200,598,299,3318,1130,24,851,701,7,636,1112,570,2637,889,44,74,4,286,11,113,128,9596,1532,38,461,48,49,37,,13310,2820,2148,,,22,136,205,408,592,668,958,1979,,,,292,2004,483,,297,69,1823,239,143,279,409,46,20,155,2025,1651,1,0,0,0,0,0,558,3531,624,220,35,11,85,985,,512,279,363,694,408,99,91,104,19,57,646,136,479,,,250,24,166,10,9,256,11,4130,43,4,17,31,7,10,,,4968,2008
106190547,106190547,190547,MONTEREY PARK HOSPITAL,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK, 91754-4780,,NO, 78.2nn, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,101,Basic,5624,3967,,,1677,1105,1466,1194,1006,762,672,596,587,526,,351,114,8176,2,56,604,288,234,380,12,,,,8965,,,,0,,0,,,1733,1406,193,4916,1343,649,,23,218,5,1010,284,653,196,2116,469,40,705,144,15,498,1226,318,1022,750,27,147,7,58,7,53,117,7258,922,18,159,16,46,6,,9591,1340,847,,,39,116,119,222,259,395,462,575,,,,123,28,1921,1,13,3,98,96,53,73,364,30,,,1335,236,,0,0,0,0,0,743,971,369,93,11,78,43,469,1,371,155,150,150,147,25,60,47,1,9,245,72,164,,,90,12,131,3,6,134,5,1764,27,1,5,4,3,2,,,2187,2008
106190555,106190555,190555,CEDARS SINAI MEDICAL CENTER,8700 BEVERLY BOULEVARD,LOS ANGELES,90048,Level I & Level II - Ped,YES, 78.2x, Metro, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,901,Basic,28697,25586,20,,4827,3689,10841,10427,8123,6151,3623,2474,2771,1263,114,2550,12805,7639,63,231,317,30698,188,405,90,5,1,,52418,12,24,1148,0,10,0,2,,8315,8115,2094,26356,9423,1083,,210,1041,17,1987,509,2932,1278,13370,3690,134,2522,3306,77,3060,4182,2456,12449,3961,159,405,25,734,173,229,549,39434,5918,194,2035,199,231,57,,54303,10282,10187,,,398,1391,1953,2442,2879,2807,2950,4967,247,429,6,870,3842,2177,26,81,122,13351,151,385,790,2723,617,252,144,13484,1917,6,0,0,0,0,0,2508,10219,5992,1401,349,170,343,3789,43,2921,815,1172,1392,2587,638,785,559,27,1194,1970,597,1413,1,53,1158,81,1238,115,72,1757,41,15187,239,17,328,140,71,23,2,,20469,2008
106190568,106190568,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BOULEVARD,NORTHRIDGE,91328,Level II,NO, 78.2zz, San Fernando Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,371,Basic,16709,14664,,,4891,3991,5444,4352,4049,3013,1636,1247,1271,1478,1,1455,2302,13641,59,2244,290,11382,378,335,76,,,,30417,70,3,18,0,,0,,76,10195,4340,1982,9731,5125,1173,,49,501,5,1364,245,1724,871,8572,1473,15,1811,1696,60,1322,3988,1165,5339,2641,139,211,23,431,10,36,377,22437,3285,138,1356,64,208,17,,31373,4897,4406,1,,502,796,777,1023,1184,1167,1284,1829,334,408,,518,481,2486,19,840,88,4872,186,186,285,1023,155,9,183,6227,1043,7,0,0,0,0,0,2035,3796,2365,862,246,218,93,1554,13,1220,355,535,565,1326,171,192,214,7,865,1128,248,551,,49,631,96,347,109,43,122,22,7308,152,22,288,120,31,9,4,,9304,2008
106190570,106190570,190570,NORWALK COMMUNITY HOSPITAL,13222 BLOOMFIELD AVENUE,NORWALK,90650,,NO, 78.2jjjj, East, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,50,Basic,3082,2962,,,683,570,905,815,958,798,462,331,400,122,,264,593,3585,11,84,40,1467,98,255,10,3,3,16,5578,38,3,38,0,,0,,2,1769,1238,259,1362,1416,64,,13,94,1,278,98,162,72,1053,327,5,292,1804,8,251,543,209,770,330,12,18,1,75,4,16,64,4896,414,14,162,10,15,13,,6044,721,736,,,33,60,108,187,315,238,181,248,6,81,,78,177,747,1,22,9,423,49,90,56,14,143,2,,743,359,1,0,0,0,0,0,602,658,94,75,28,7,13,184,1,228,82,126,151,107,23,7,30,6,7,279,92,114,,,63,7,44,5,12,90,8,1183,29,1,2,7,4,2,,,1457,2008
106190587,106190587,190587,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVENUE,LONG BEACH,90806,,NO, 78.2lll, South Bay, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,84,Basic,6024,4020,,,1138,1144,1720,1615,1782,1209,588,337,212,299,,721,3428,3825,15,222,10,1823,43,1034,3,1,,1,8834,82,,,0,,0,,46,5722,1137,220,921,2044,530,,24,170,2,688,126,512,355,2019,906,17,636,292,24,593,1262,511,1377,590,18,65,3,193,4,21,61,7859,975,36,163,11,25,20,,10044,1884,1974,1,,60,413,489,890,807,512,343,345,,,,324,1184,816,2,92,,1441,71,116,76,87,105,6,676,1983,736,3,0,0,0,0,0,1782,1608,241,177,51,38,38,233,,220,113,107,226,133,49,29,41,4,2217,209,89,113,,,72,9,128,18,10,89,5,3415,49,1,3,47,8,4,1,,3859,2008
106190630,106190630,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 NORTH GAREY AVENUE,POMONA,91767,,NO, 78.2tt, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,415,Basic,33655,26374,,,11828,7924,9340,6934,6776,4965,2946,2439,2527,4348,2,1798,6156,30576,4,1845,1,19649,508,1026,114,25,,13,56944,506,7,108,1,440,0,274,63,13635,7185,2222,26265,10722,2536,,170,1108,13,3479,792,3219,1327,12598,3937,106,3576,1585,261,1401,7442,2419,14060,4471,176,493,29,699,198,235,589,45734,5041,259,1524,170,365,46,,60029,5076,4523,,,390,641,677,1035,1341,1350,1432,1818,431,484,,463,876,3721,1,310,3,4225,241,150,334,600,395,,,5995,1880,4,0,0,0,0,0,3026,3475,2237,653,208,273,149,1890,16,1784,439,560,828,757,178,286,192,6,73,1244,269,562,1,92,217,14,56,24,8,98,17,9014,45,9,41,31,20,5,,,9599,2008
106190631,106190631,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 EAST WASHINGTON BLVD.,WHITTIER,90602,,NO, 78.2uu, East, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,409,Basic,27645,22080,2,,9422,6879,7586,6306,5281,4100,2509,2232,2596,2810,6,899,687,38346,16,108,40,9631,1031,462,74,21,8,,47580,196,29,236,0,85,0,5,,14938,6790,2379,17272,8348,1726,,92,748,8,2032,622,2724,836,11491,2536,74,3496,1389,149,1161,6012,2297,12334,3842,120,443,33,517,46,93,483,36954,5395,211,1153,101,290,46,,49727,5166,4488,,,256,537,659,973,1258,1341,1680,2437,254,259,,344,130,5750,6,26,3,3395,376,89,267,1484,117,1,79,5620,1618,3,0,0,0,0,0,1373,5130,2374,682,95,217,111,1966,8,1645,439,565,887,811,171,329,212,4,69,1074,282,811,1,52,595,30,876,20,41,188,20,7637,116,6,41,52,19,12,1,,9654,2008
106190636,106190636,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,1115 SOUTH SUNSET AVENUE,WEST COVINA,91790,,NO, 78.2www, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,302,Basic,19427,15887,,,7397,5223,5929,4506,3572,2610,1503,1067,875,2628,4,2027,1297,26646,31,442,3,4868,467,315,52,,,1,34172,55,4,111,0,33,0,,104,5081,3054,1353,19036,6790,1447,4,80,440,10,1973,351,2058,1018,8149,1758,34,1981,1808,86,733,4516,1599,7269,2770,107,253,8,415,79,81,405,26609,3079,146,1038,71,217,36,,35314,4353,3485,,,334,554,603,900,999,983,1115,1373,466,511,,844,296,5059,13,83,2,1541,368,196,244,514,199,75,47,5555,638,2,0,0,0,0,0,2910,2681,1431,556,260,302,118,1092,20,1461,420,516,565,546,132,209,163,38,43,1167,204,769,8,65,293,28,290,26,16,116,20,6881,77,8,34,24,16,7,2,,7838,2008
106190673,106190673,190673,SAN DIMAS COMMUNITY HOSPITAL,1350 WEST COVINA BOULEVARD,SAN DIMAS,91773,,NO, 78.2tt, San Gabriel Valley, 11 - Los Angeles, Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,64,Basic,6082,5293,,,1320,1735,1827,1650,1543,1223,667,603,577,230,,522,626,3608,11,187,101,6320,181,139,44,1,,,10919,15,,4,0,41,0,30,1,772,1613,499,6223,2268,175,,20,248,,440,146,472,93,3512,554,2,672,576,3,310,869,395,2888,1011,40,40,7,138,,7,94,7973,1527,71,384,32,48,3,,11375,1774,1345,,,62,160,211,328,448,450,566,888,,6,,159,158,730,1,39,34,1998,206,64,91,204,87,35,11,1905,516,,0,0,0,0,0,299,1528,1236,30,26,30,50,574,1,511,170,168,303,272,67,52,94,,54,383,52,338,,,176,20,324,1,14,124,10,2354,31,5,17,34,7,2,,,3119,2008
