oshpd_id9,oshpd_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Home_Health_Service,Not_Defined_Elsewhere,Other_Care,Hospice_Care,Critical_Access_Hospital,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Other,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Dx_Invalid,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_Dx_Births,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,a_EC_Fire_Accidents,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear
106190522,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,,NO,78.2ee,San Fernando Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,255,Basic,11691,10020,2,,2574,2189,3174,3077,2696,2479,1905,1551,1481,587,,1298,687,8461,6,2665,57,8539,55,527,53,,,56,,20618,33,371,,,,,,7935,4265,1068,4822,3623,576,,32,499,2,874,268,1167,434,5396,1145,14,1074,841,38,860,1913,842,5738,,1795,56,192,10,227,17,10,216,15920,2293,93,642,42,184,16,,21713,1674,17631,2408,3565,3290,,,75,255,346,523,905,1113,1553,2041,41,3,,578,169,1745,648,21,3693,1,90,234,240,697,236,26,77,4188,1066,1,0,0,0,0,0,0,2021,3635,38,808,353,91,121,1781,972,311,424,498,454,145,240,184,5,76,821,128,572,3,27,2,345,28,371,8,17,119,5836,56,10,19,17,13,12,2,,2,6855,1383,4673,799,2010
106190524,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,,NO,78.2zz,San Fernando Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,85,Basic,6310,5450,,,1709,1849,1884,1826,1695,1199,596,390,324,288,,660,1263,7286,3,28,7,2513,12,256,29,50,,14,,10886,166,281,14,52,,,,6419,1387,269,947,2738,162,,34,226,1,604,199,661,412,2625,764,21,828,423,9,835,1340,503,2113,,846,31,113,5,271,26,12,140,8862,968,37,311,35,77,26,,11760,216,7755,3789,2150,2541,,,105,523,559,856,901,552,504,691,,,,422,596,1664,14,2,1992,1,44,169,80,126,66,35,7,3310,853,1,0,0,0,0,0,0,1757,2039,81,387,427,5,57,450,337,190,207,438,227,48,35,96,1,1890,321,75,314,,,,133,17,86,13,9,92,4122,78,1,7,100,10,7,14,,2,4691,229,3686,776,2010
106190525,190525,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,Level II & Level II - Ped,YES,78.2lll,South Bay,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,420,Basic,34349,27450,1,,14824,8192,9309,7015,6193,4890,2845,1696,1635,5201,,4420,15348,29116,97,1386,8,11425,626,2467,92,8,,354,,57818,245,150,19,,21,,,10325,5258,4803,32118,9296,2392,2,271,932,20,2940,579,3578,1273,12015,3010,67,3729,2043,209,1192,8020,2342,17186,,4163,209,192,20,709,4,9,467,49387,4214,250,1755,124,273,23,1,61800,748,51848,9204,8351,6909,,,324,1264,1236,2001,2604,2439,2323,2821,72,176,,1983,3577,3964,125,38,5556,17,666,424,403,1310,261,147,60,10182,1791,16,0,0,0,0,0,0,3426,6530,219,3248,1837,169,443,3121,2247,784,844,721,1802,396,352,407,33,171,1439,368,1951,9,3,,726,80,468,157,3,50,13170,134,42,316,53,27,17,14,,3,15260,722,12919,1619,2010
106190529,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,,NO,78.2xxx,San Gabriel Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,434,Basic,16457,13496,,,4400,3365,4193,3416,3649,3012,2247,2045,2647,979,,3335,2112,12462,10,1195,,10839,740,759,73,6,33,34,14,28012,230,,31,,12,9,,2711,6457,618,14800,5367,816,,74,708,7,1270,450,1265,347,7869,1683,45,1354,1331,52,905,2510,1030,8237,,2765,122,288,24,365,408,179,366,20659,3406,122,899,102,210,38,,29953,754,27113,2086,5724,4738,,,175,348,508,962,1208,1659,2018,3450,33,101,,1546,598,2839,351,1,5122,5,221,158,335,633,400,80,,6259,2375,1,0,0,0,0,0,0,924,6486,90,2437,525,96,158,2177,1389,470,555,940,1074,248,255,302,9,126,1287,206,1157,8,5,,826,61,607,17,28,169,8365,183,13,55,48,46,23,21,,,10462,862,8835,765,2010
106190534,190534,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIA BLVD,LOS ANGELES,90036,,NO,78.2x,Metro,11 - Los Angeles,LOS ANGELES,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,204,Basic,8681,7641,1,,857,1266,2816,2840,2823,2562,1355,776,910,118,,554,7484,2902,,1257,25,4101,731,480,67,,,97,,14784,26,131,,,7,,,5311,2853,1014,3229,3916,294,,94,474,,692,262,858,310,4319,1186,20,1065,759,6,906,1242,698,3138,,1213,54,113,6,407,15,100,167,11455,1899,65,647,83,78,21,,16323,323,14769,1231,3004,2069,,,22,133,234,480,671,707,908,1918,,,,285,2142,529,298,4,1809,6,189,198,225,493,67,25,145,2096,1635,,0,0,0,0,0,0,485,3654,44,599,291,14,80,794,567,269,361,776,441,143,80,173,12,57,598,119,588,1,,,267,32,332,13,8,364,3902,66,3,12,28,25,12,7,,2,5073,294,4508,271,2010
106190547,190547,MONTEREY PARK HOSPITAL,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754-4780,,NO,78.2nn,San Gabriel Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Investor - Partnership,General Medical / Surgical,101,Basic,5654,3529,,,1366,1092,1477,1076,1018,856,683,622,658,335,,472,158,8212,2,16,,323,309,133,9,,,1,,8729,1,1,,,,,,1559,1509,170,4820,1125,623,,40,259,3,1009,263,610,148,2061,456,12,578,122,4,577,1176,309,933,,711,29,126,4,77,,54,95,6872,939,25,190,16,40,5,,9183,63,5443,3677,1316,742,,,40,123,154,191,249,315,400,586,,,,110,31,1834,10,6,65,2,59,50,51,350,18,1,,1331,198,,0,0,0,0,0,0,677,940,36,349,56,102,45,339,355,126,157,149,141,23,65,43,,12,272,70,159,,,,91,11,127,1,12,93,1672,25,,5,7,11,,3,,,2058,12,880,1166,2010
106190555,190555,CEDARS SINAI MEDICAL CENTER,8700 BEVERLY BOULEVARD,LOS ANGELES,90048,Level I & Level II - Ped,YES,78.2x,Metro,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,907,Basic,27615,24144,2,,4566,3170,9702,9242,7935,6234,4120,2580,2958,1061,193,2477,11787,7994,59,785,102,28557,135,768,101,279,,408,,49925,126,1,4,,6,8,,8050,8829,1895,23371,9616,1040,,277,1078,14,2065,480,2744,876,12845,4163,150,2375,2415,78,2539,3475,1987,13160,,4395,130,350,19,704,195,298,496,36726,5756,221,2118,87,211,55,,51761,1636,48520,1605,12363,11630,,7,407,1467,1981,2875,3377,3687,3456,6113,215,422,,1088,4592,2904,319,37,15020,40,160,376,704,3842,596,131,137,15480,2568,6,0,0,0,0,0,0,3019,12718,326,6439,1498,207,526,4576,3551,1115,1353,1601,3025,852,1007,723,33,286,2178,812,2074,33,45,3,1449,92,1600,123,97,2227,17509,276,30,365,82,50,62,35,,3,24000,2380,20505,1115,2010
106190568,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BOULEVARD,NORTHRIDGE,91328,Level II,NO,78.2zz,San Fernando Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,371,Basic,21069,17559,,,6539,4962,7030,5153,4681,3467,2049,1471,1677,1599,,1825,3017,17585,68,1895,269,13969,532,350,77,77,,49,,37474,66,,,,,3,,14656,5454,2110,9869,6539,1356,,103,589,2,1958,339,2163,1110,9634,1805,40,2645,1973,78,1850,4613,1455,6915,,2981,174,214,15,422,8,68,487,28502,3790,164,1439,70,269,25,,38628,560,32157,5911,5634,5259,,,559,828,830,1152,1433,1443,1501,2308,324,515,,734,614,2915,742,87,5778,23,264,241,259,1321,161,29,211,7106,1297,4,0,0,0,0,0,0,2417,4846,229,2456,945,172,117,1905,1474,464,608,605,1492,229,233,294,15,1007,1346,265,601,14,51,1,838,91,453,83,54,302,8107,433,22,299,126,29,25,28,,3,10893,549,9111,1233,2010
106190570,190570,NORWALK COMMUNITY HOSPITAL,13222 BLOOMFIELD AVENUE,NORWALK,90650,,NO,78.2jjjj,East,11 - Los Angeles,LOS ANGELES,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,50,Basic,3365,3383,1,,763,669,930,886,1045,993,607,371,354,131,,258,783,3812,3,156,151,1586,2017,214,12,,10,56,70,4269,96,,4,,1,,,2164,1547,156,1284,1598,78,,22,91,4,305,107,216,114,1080,420,10,294,1983,3,340,615,200,867,,254,16,32,3,47,3,15,56,5572,586,22,110,8,14,11,,6749,57,5619,1073,882,1082,,,28,102,142,306,474,380,259,271,,2,,113,320,805,40,57,629,,91,136,51,,139,5,,768,773,1,0,0,0,0,0,0,670,1028,41,61,164,5,45,196,305,129,205,221,116,69,14,64,12,41,217,128,197,,,,72,3,50,6,2,82,1653,55,3,3,7,15,4,9,,,1964,30,1642,292,2010
106190587,190587,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVENUE,LONG BEACH,90806,,NO,78.2lll,South Bay,11 - Los Angeles,LOS ANGELES,General Acute Care,Investor - Corporation,General Medical / Surgical,84,Basic,5069,3930,,,818,992,1524,1413,1569,1352,647,275,202,207,,736,2986,3387,13,107,5,1765,104,716,8,24,,,2,8119,12,,14,,,,,4654,1174,264,1089,1818,377,,28,192,4,573,108,461,183,1861,832,20,573,416,8,661,959,392,1351,,592,7,92,5,127,2,50,85,6785,944,46,173,14,49,28,,8999,127,7941,931,2166,2250,,,81,454,601,943,957,559,350,470,1,,,428,1283,1076,51,,1577,1,80,147,76,118,102,6,567,2444,873,3,0,0,0,0,0,0,2297,1678,120,308,13,53,58,304,299,156,131,252,180,44,28,77,6,2289,254,77,207,,,1,121,12,177,16,16,129,3750,88,4,4,62,19,4,13,,1,4416,99,4037,280,2010
106190630,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 NORTH GAREY AVENUE,POMONA,91767,,NO,78.2tt,San Gabriel Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,415,Basic,37394,28374,,,12640,8486,10546,7700,7363,5675,3468,2768,3048,4074,,1910,6769,34630,7,2396,13,20043,633,1949,108,344,,276,17,61020,624,743,49,,5,,,11191,8579,2871,31336,11791,3114,,286,1586,24,3449,830,3557,1067,12704,4292,116,3969,1989,278,1718,8290,2613,15886,,4715,208,509,29,562,377,233,563,51249,5012,292,1466,172,333,48,,65768,627,55259,9882,6284,4867,,,491,1131,912,1214,1495,1401,1538,1972,425,572,,577,990,4787,458,,4339,,220,160,327,850,487,,,7746,1360,1,0,0,0,0,0,0,4321,3655,101,2440,634,1014,210,2030,1769,449,602,1106,876,236,355,245,26,74,1236,295,496,17,87,28,518,49,345,34,39,489,9396,84,10,45,56,38,20,26,,2,11151,183,9016,1952,2010
106190631,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 EAST WASHINGTON BLVD.,WHITTIER,90602,,NO,78.2uu,East,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,409,Basic,29633,23177,,,9940,6975,8072,6661,5591,4542,2950,2666,2949,2459,5,944,807,41033,19,89,19,9899,1248,500,54,9,,245,5,50313,208,176,38,,,14,,17242,8089,2498,16916,8065,1749,,96,878,15,2265,611,3020,899,12222,2689,62,3659,1373,99,1268,6193,2385,13327,,4149,153,420,24,606,82,245,530,39267,5479,207,1228,85,297,38,,52810,163,46694,5953,5892,5060,,,266,535,686,978,1491,1608,1971,2980,195,242,,334,135,6656,11,,3811,5,292,101,241,1823,110,19,58,6306,1999,3,0,0,0,0,0,0,1276,6421,86,2376,793,200,120,2353,1814,460,675,1144,1046,178,338,277,13,70,1219,313,678,11,43,,704,56,983,23,48,477,8356,153,11,36,30,23,34,17,1,,10952,95,9452,1405,2010
106190636,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,1115 SOUTH SUNSET AVENUE,WEST COVINA,91790,,NO,78.2www,San Gabriel Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,325,Basic,20685,17183,4,,8362,5776,6571,4754,3857,2816,1580,885,735,2536,,1929,1244,29002,32,654,127,4884,708,297,42,32,,166,2,36461,118,41,3,,,2,,5841,2752,466,21030,7783,1706,,51,464,6,1755,362,2036,1133,8125,2044,30,2163,1847,136,882,4761,1656,8715,,2761,114,310,21,445,1,84,422,29067,3043,170,1092,93,209,40,,37872,1395,27197,9280,3811,3047,,,266,484,625,792,1014,956,899,1266,246,310,,712,253,4477,82,1,1330,3,385,152,172,418,110,40,33,4869,677,2,0,0,0,0,0,0,2585,2442,171,1106,554,245,137,980,1259,329,357,621,468,88,187,132,67,49,907,214,769,14,20,15,250,36,212,12,9,144,6051,60,7,30,23,9,7,7,,1,6858,511,4176,2171,2010
106190673,190673,SAN DIMAS COMMUNITY HOSPITAL,1350 WEST COVINA BOULEVARD,SAN DIMAS,91773,,NO,78.2tt,San Gabriel Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,64,Basic,5776,4841,,,1280,1639,1905,1478,1468,1095,598,483,471,200,,648,723,3843,18,742,114,4529,393,361,20,,,102,,9715,23,,,,,3,,911,1516,509,6025,1656,194,,15,207,,427,172,569,148,3269,479,5,733,597,4,327,957,407,2107,,955,28,57,3,144,3,13,167,7198,1488,55,411,34,58,3,,10617,23,10464,130,1745,1218,,,62,174,218,349,489,424,507,735,,5,,205,154,815,200,22,1565,2,288,71,87,105,58,28,39,1866,421,,0,0,0,0,0,0,387,1481,50,861,184,50,36,461,523,121,140,382,222,67,39,107,1,54,311,45,403,1,,,135,19,157,2,11,102,2439,21,3,23,19,8,10,14,,,2963,13,2896,54,2010
106190680,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,1300 WEST SEVENTH STREET,SAN PEDRO,90732,,NO,78.2o,South Bay,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,158,Basic,16250,12679,1,,4512,3669,4421,3849,3698,3049,1834,1320,1552,1026,,430,2500,14539,12,1968,31,9450,332,106,38,,,103,,28206,140,,1,1,2,1,,10876,4389,1461,7787,4417,641,,57,460,6,1370,218,1292,345,6739,1762,22,1754,1621,17,824,3167,1688,6947,,2060,192,98,7,466,25,30,292,21842,2868,135,638,73,181,23,,28930,206,26384,2340,1972,1850,,,75,236,239,410,632,612,605,1011,2,,,115,367,1153,285,1,1895,6,133,74,133,290,132,13,92,2095,827,33,0,0,0,0,0,0,751,2018,104,722,227,43,44,631,579,160,155,523,315,77,78,96,3,395,336,93,289,3,2,,240,24,146,14,20,77,3157,50,1,15,41,6,9,22,,,3822,73,3428,321,2010
106190687,190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,90404,,NO,78.2kkkk,West,11 - Los Angeles,LOS ANGELES,General Acute Care,University of California,General Medical / Surgical,316,Basic,14697,14046,,,3718,2836,4204,4290,4072,3522,2290,1369,1619,823,,1399,3434,5526,143,1315,530,16396,364,346,35,47,,1,,27870,5,22,1,,52,,,5535,4609,1337,11760,5502,354,,109,545,5,1019,509,1524,543,8657,1794,33,1443,1789,52,1123,2606,1096,5542,,2680,122,106,13,409,5,74,390,19644,3802,263,909,73,197,56,,28743,571,26690,1482,4325,3701,,,171,414,509,682,1106,1073,1153,2399,192,327,,532,962,1313,259,4,4927,29,149,149,259,1262,145,23,80,4685,1273,1,0,0,0,0,0,0,1212,4184,74,2049,507,77,174,1226,1117,295,540,593,792,266,359,194,34,119,1035,319,819,11,52,4,416,42,571,5,36,284,6429,113,10,30,24,20,21,25,,,8026,365,7216,445,2010
106190696,190696,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO ROAD,SUN VALLEY,91352,,NO,78.2ppp,San Fernando Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Investor - Corporation,General Medical / Surgical,95,Basic,6320,6229,,,2415,1923,2171,1739,1706,983,536,283,216,577,,145,492,9729,3,1086,4,1090,139,162,36,,,6,,12117,2,80,6,,1,,,3108,733,357,4781,3570,416,,34,184,,1059,120,512,600,3495,478,12,641,242,6,725,1651,409,1965,,935,36,96,9,229,9,5,187,9032,1467,50,366,33,92,3,,12549,48,7770,4731,986,986,,,81,192,214,295,325,285,233,280,11,56,,58,206,1126,47,,534,1,77,104,79,102,19,,126,1180,284,1,0,0,0,0,0,0,693,636,2,388,253,40,30,253,280,127,98,100,92,19,20,34,3,391,262,45,177,,,1,59,4,74,5,5,3,1769,18,1,3,26,2,3,,,,1972,6,1364,602,2010
106190708,190708,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BOULEVARD,SHERMAN OAKS,91403,,NO,78.2jj,San Fernando Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Investor - Corporation,General Medical / Surgical,112,Basic,7729,7110,,,1188,1441,2873,2538,2411,1960,956,619,691,162,,260,1591,1969,10,1364,67,9578,18,927,32,104,,26,,13717,10,,4,,1,,,3722,2482,532,4177,3926,145,1,27,261,2,529,127,605,237,4164,810,20,891,1522,3,904,1156,610,2825,,1291,107,120,27,325,70,19,224,10020,1408,72,948,69,91,48,,14839,117,14372,350,1967,1667,,,29,107,200,370,535,591,631,1154,4,13,,105,255,311,302,20,2639,2,215,120,143,609,156,,14,1644,726,7,0,0,0,0,0,0,753,2222,14,457,188,7,34,601,483,143,171,537,410,100,28,141,4,198,357,73,346,1,,,258,38,250,5,27,30,2871,79,1,18,24,8,9,6,,10,3634,44,3517,73,2010
106190754,190754,ST. FRANCIS MEDICAL CENTER,3630 IMPERIAL HIGHWAY,LYNWOOD,90262,Level II,NO,78.2sss,South,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,314,Basic,31217,24492,,,11462,7925,10880,6938,5397,4606,2199,1419,983,3900,,192,12640,39565,12,2114,26,1160,895,6264,194,16,,9,17,48140,172,,1,,,1,,29710,4216,224,5372,16187,3248,,208,794,20,2333,747,2732,1414,10687,2488,145,2762,8512,203,1578,6008,2201,9629,,3347,216,363,27,1259,23,258,565,43425,4231,221,1409,51,296,18,,55709,350,38266,17093,4944,4955,,,469,1160,1068,1398,1580,1378,1142,1097,266,341,,63,2782,6121,455,3,475,,562,264,282,430,40,58,205,7191,838,29,0,0,0,0,0,0,3888,3362,24,800,1825,290,156,1568,1297,533,537,595,1358,148,208,181,23,1062,1034,238,628,7,30,6,409,37,536,362,16,52,7875,127,19,288,119,34,14,9,,2,9899,38,6304,3557,2010
106190756,190756,ST. JOHNS HEALTH CENTER,2121 Santa Monica Blvd,SANTA MONICA,90404,,NO,78.2kkkk,West,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,265,Basic,11080,10115,1,,931,1212,3170,3151,3268,3042,2189,1725,2360,148,,876,1765,2278,20,1321,124,14812,237,269,42,4,,116,3,20511,13,,,,1,,,1111,5485,565,10222,3813,269,,90,559,3,959,312,1109,306,6424,1181,35,868,809,7,1001,1197,925,5142,,2267,84,239,10,170,46,211,330,13991,2757,175,723,54,112,27,,21196,623,19885,688,3796,2935,,,53,196,280,473,727,986,1300,2716,,,,277,377,541,294,20,5214,8,65,72,233,1112,89,189,53,3636,1280,2,0,0,0,0,0,0,142,4451,19,1917,202,43,104,1244,1115,281,395,555,799,196,261,180,5,72,799,199,475,8,,,573,61,785,6,37,555,4492,90,17,31,16,35,26,3,1,3,6731,181,6325,225,2010
106190758,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,501 SO. BUENA VISTA,BURBANK,91505-4866,,NO,78.2ttt,San Fernando Valley,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,360,Basic,24742,21099,9,,5689,4401,7593,6691,6358,4878,3408,2511,2952,1369,,1228,2588,13804,15,7197,45,20973,696,202,85,,,36,,44637,183,,1,6,2,2,,11480,7721,1573,17146,7930,1153,,125,1041,5,2620,501,2976,1185,11312,2886,99,2817,1532,87,1907,3940,1917,9747,,3656,143,451,17,390,6,152,500,33446,5041,233,1445,108,207,55,,45850,3026,37632,5192,5011,4116,,1,98,497,692,960,1216,1468,1592,2556,49,,,301,398,1715,1329,3,5378,4,128,146,424,1196,204,7,75,5529,1417,2,0,0,0,0,0,0,1788,4705,93,2165,377,272,151,1908,1486,320,515,853,842,230,401,309,5,67,875,186,661,5,41,1,496,22,382,19,5,154,7815,92,11,43,31,24,13,20,,1,9128,1122,7015,991,2010
106190762,190762,ST. VINCENT MEDICAL CENTER,2131 WEST 3RD STREET,LOS ANGELES,90057,,NO,78.2ffff,Metro,11 - Los Angeles,LOS ANGELES,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,339,Standby,4338,3399,,,212,354,1054,1073,1139,1116,1012,942,809,26,,1611,1256,3330,15,42,127,1356,74,205,5,5,,,1,7316,65,62,,,3,1,,1904,3459,230,777,1367,32,,37,281,1,437,214,590,161,1342,782,17,375,226,1,184,734,375,1948,,552,7,72,5,65,5,10,50,6323,486,23,103,3,27,6,,7737,711,5410,1616,2196,1730,,,13,102,169,308,572,732,860,1170,,,,1451,501,1426,39,11,497,1,21,87,114,265,117,21,1,2459,841,,0,0,0,0,0,0,785,2225,10,804,102,2,86,797,530,235,247,370,438,101,164,71,,20,492,99,270,4,,,162,12,253,5,11,30,3409,24,1,6,2,7,4,,,,3926,1036,1887,1003,2010
106190766,190766,COAST PLAZA DOCTORS HOSPITAL,13100 SOUTH STUDEBAKER ROAD,NORWALK,90650,,NO,78.2jjjj,East,11 - Los Angeles,LOS ANGELES,General Acute Care,Investor - Partnership,General Medical / Surgical,105,Basic,4558,4420,,,1429,1350,1850,1399,1237,827,376,162,121,227,,182,1026,5757,7,171,102,1733,68,493,27,3,,244,12,8086,41,,1,,,3,,3995,616,124,1981,2262,162,1,28,162,4,494,163,441,144,2435,554,16,664,656,,468,1069,436,1081,,671,24,119,2,218,7,17,106,6335,1028,65,282,33,48,23,,8978,64,7578,1336,1825,1561,,,163,239,257,429,558,452,430,543,80,235,,168,338,1837,85,43,913,2,299,224,80,64,103,3,43,2138,414,18,0,0,0,0,0,0,1146,1489,209,401,141,30,45,404,420,230,187,202,211,81,21,146,4,81,643,174,505,2,,,146,20,104,15,8,98,2860,69,2,18,16,15,8,6,,1,3386,71,2670,645,2010
106190796,190796,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Level I & Level I - Ped,YES,78.2w,West,11 - Los Angeles,LOS ANGELES,General Acute Care,University of California,General Medical / Surgical,466,Comprehensive,15498,14979,,,2363,3118,6894,4544,3905,3645,2528,1414,1442,624,,2479,4437,5642,151,1190,663,15915,1227,629,44,13,,1059,,27246,,,1,,258,,,4501,5071,1217,14347,5341,495,,436,484,19,1327,318,1820,569,6793,2320,102,1932,1198,20,2803,1827,1075,6939,,2026,75,178,9,276,17,277,258,23022,2940,158,977,77,153,34,,30477,895,28019,1563,4456,4980,,,579,881,773,1055,1579,1425,1073,1269,157,645,,692,1129,2146,192,16,5235,26,198,110,320,1937,388,3,30,5906,540,4,0,0,0,0,0,0,1646,3468,499,3215,608,67,313,1700,1197,337,493,572,1951,184,445,461,35,111,700,135,677,49,3,6,397,40,557,79,8,1380,6399,106,34,324,60,29,15,7,,1,9436,393,8379,664,2010
