oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Unknown,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear,a_English,a_Spanish,a_All_Other,English,Spanish,All_Other
106190328,106190328,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,150 WEST ROUTE 66,GLENDORA,91740,,NO,78.2qq,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,107,Basic,1631,1480,,,560,462,543,388,390,319,158,74,56,161,,223,5,1470,1070,,3,340,51,105,4,,,17,2890,26,1,2,0,,5,,10,1601,587,32,202,689,128,,10,41,1,215,48,150,149,748,148,1,270,68,7,144,437,132,414,238,9,20,,54,39,10,40,2274,323,20,45,8,22,9,,3111,819,662,,,19,64,53,99,245,323,349,329,,,,89,115,378,4,121,11,763,42,27,19,62,60,11,120,428,712,,0,0,0,0,0,305,1085,62,29,,70,18,148,,106,73,104,102,47,16,17,41,1,462,139,72,65,,,45,2,59,3,9,45,,1257,46,,1,7,3,3,1,,1481,2009,1352,97,32,2519,503,89
106190352,106190352,190352,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,,NO,78.2yyy,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,104,Basic,7982,7222,,,3818,2479,2603,2011,1591,955,449,270,194,834,,639,191,13598,2,66,22,686,267,193,28,,,,14571,28,,114,0,1,0,,2,3057,671,528,7807,3141,578,,18,172,5,851,195,635,671,3346,708,13,1217,466,17,613,2137,484,3078,957,55,54,8,259,84,30,202,11466,1349,93,449,56,124,18,,15204,1301,1073,,,127,217,194,263,290,304,353,375,89,162,,366,42,1724,,27,2,213,182,107,68,129,1,15,6,1464,402,,0,0,0,0,0,1156,787,204,190,37,182,20,387,,350,161,151,251,110,38,28,49,,6,481,69,82,,9,96,6,41,7,3,62,2,2096,22,2,12,14,2,8,1,,2374,2009,1344,876,154,8648,6187,369
106190382,106190382,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,,NO,78.2g,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,345,Basic,14576,12626,,4,696,2388,6511,5316,4639,3548,1814,1101,820,373,,2057,3550,12588,3,3033,23,5952,299,778,75,1,2,,25725,96,1,225,0,1,0,,3,5715,3474,4714,7346,5957,2072,,66,536,7,1141,293,1694,507,5572,1491,74,1138,2696,67,1580,2348,960,4964,1538,62,263,10,568,45,106,246,21022,2162,113,751,109,124,87,,27206,3752,3398,,,139,446,592,915,1142,1114,1180,1584,22,16,,1339,842,2444,3,1107,3,1412,184,331,307,246,321,4,87,4390,1279,1,0,0,0,0,0,2881,2737,360,338,834,204,96,1182,3,1110,392,508,663,638,143,213,180,7,84,859,197,658,2,11,339,41,341,24,22,310,22,5849,87,3,24,38,24,24,2,,7150,2009,4614,1434,1102,20245,5902,1059
106190385,106190385,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI STREET,MISSION HILLS,91345,Level II,NO,78.2hh,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,206,Basic,33556,26483,2,,13781,8382,9766,6959,6036,4385,2854,2317,2161,3400,,1144,2445,42078,14,530,34,13796,736,332,76,2,12,1,58635,138,1,107,0,,0,1,,27254,6948,959,16281,8599,2148,,161,814,12,3403,532,3456,2206,12805,2520,59,4269,1507,183,1232,10971,2178,11585,3637,139,654,33,568,26,235,615,46616,5466,211,1493,62,258,28,,60041,4684,4740,3,,301,711,660,1055,1307,1453,1763,2174,2,1,,421,498,4221,3,62,2,4220,179,138,294,1303,201,31,88,5953,1225,15,0,0,0,0,0,1633,4712,2284,678,120,143,138,1736,3,1561,373,530,527,1614,120,266,190,15,51,1046,213,899,,2,495,37,824,193,54,266,22,6773,133,32,504,57,16,18,3,,9427,2009,7081,2014,332,46809,12732,500
106190392,106190392,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,,NO,78.2ffff,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,380,Basic,13038,11592,,,1668,2198,5041,4024,3780,3236,1991,1148,958,586,,2343,4442,11971,35,210,123,5506,513,782,64,,,,22894,1,1,367,0,,0,,8,5244,3280,593,7276,8237,983,,67,534,5,1469,400,1086,315,5584,1428,62,1352,501,45,1449,2356,792,6202,1691,83,90,12,719,3,33,152,18401,2259,122,790,94,89,92,,24630,3364,3150,,,101,364,430,625,1020,1254,1227,1486,7,,,1450,1178,2382,8,29,11,1456,101,227,251,486,89,50,37,4175,1095,3,0,0,0,0,0,1267,3048,1437,728,34,116,118,1571,1,992,414,321,353,474,136,172,154,6,67,747,119,746,,7,326,26,278,17,9,107,18,5589,71,3,20,18,10,21,1,,6514,2009,3343,1914,1257,14584,8458,1588
106190400,106190400,190400,HUNTINGTON MEMORIAL HOSPITAL,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,Level II,NO,78.2mm,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,582,Basic,24210,20834,,,6896,5325,7253,6166,5634,4605,2961,2129,2283,1792,,2800,7764,15066,43,2007,140,17224,119,316,84,20,,22,43285,75,1,144,0,696,0,,282,12391,5231,1248,18816,7358,1334,,94,828,9,2472,573,2326,983,11745,2215,88,2311,1786,102,1651,5435,1598,9494,4072,132,249,32,584,23,278,460,32085,4813,232,1642,115,284,43,,45044,8300,7334,,,457,1007,1175,1910,2245,2247,2381,3554,219,439,,1102,2453,3841,17,536,41,7644,340,206,365,1664,427,,362,10201,2059,10,0,0,0,0,0,2786,7294,4249,1183,122,177,284,2639,20,2176,706,728,954,1986,431,388,554,21,1057,1544,320,1591,5,53,1008,158,1384,120,123,879,54,11037,292,50,293,159,48,19,10,,15634,2009,12670,1823,1141,38735,5238,1071
106190413,106190413,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,210 W. SAN BERNARDINO ROAD,COVINA,91723,,NO,78.2qq,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,138,Basic,6610,5330,,,1356,1606,2049,1594,1795,1396,882,488,544,230,,599,670,6314,13,101,7,4236,206,210,29,,,4,11222,67,3,175,0,,0,,24,1404,1885,160,6079,2412,208,2,24,222,2,602,130,568,304,2527,854,13,556,379,4,492,1508,527,3018,866,42,105,4,174,,56,121,9170,953,50,264,64,48,23,,11940,2971,2590,,,84,420,460,710,855,847,884,1301,,,,419,317,2132,1,34,3,2655,213,154,204,356,113,79,159,3346,936,1,0,0,0,0,0,1471,2857,793,396,44,15,79,1095,1,593,228,208,439,404,68,143,98,5,1062,548,96,479,,,216,32,234,14,15,85,4,4786,63,2,15,79,9,6,1,,5561,2009,4376,797,388,9668,1193,1079
106190422,106190422,190422,TORRANCE MEMORIAL MEDICAL CENTER,3330 WEST LOMITA BOULEVARD,TORRANCE,90505-5073,,NO,78.2aaaa,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,361,Basic,28096,21704,1,,7034,6067,6429,6140,6220,5049,3794,3695,3892,1476,5,5652,6394,410,962,2303,200,33880,330,186,50,2,,400,48313,495,5,1,0,,0,,19,7126,4677,810,32457,4731,657,,149,1123,17,1284,421,1892,280,11516,3809,58,2073,635,31,670,3510,1584,20092,5087,107,455,18,382,1039,9,360,36724,4146,192,1138,54,59,31,,49801,7109,5925,1,,278,417,710,1158,1758,2008,2619,3602,185,298,2,1714,1322,2290,40,430,27,7212,144,97,470,1175,151,8,188,8309,2492,1,0,0,0,0,0,821,6460,5307,369,78,130,224,2631,17,2292,580,740,763,1228,276,452,260,10,99,1676,319,1294,3,41,736,46,784,12,38,739,27,10324,166,19,43,54,25,7,15,,13035,2009,11696,851,488,46443,2658,700
106190429,106190429,190429,KAISER FND HOSP - SUNSET,4867 SUNSET BOULEVARD,LOS ANGELES,90027,,NO,78.2g,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,396,Basic,31147,28492,1,,4833,5625,9293,8753,8962,8576,5835,3992,2945,826,,6192,7194,26790,85,2286,2974,14119,120,568,27,112,13,2,57873,24,16,475,3,3,0,389,15,4795,9530,317,39599,5399,796,,210,1323,23,3325,1011,3465,1170,13334,4018,160,3289,2327,29,2340,6768,2544,13508,3779,87,737,25,496,262,,551,44816,6632,216,1526,110,319,84,,59640,4342,4855,,,313,525,696,1063,1503,1658,1590,1456,104,289,,1139,1442,3549,20,150,90,2807,211,161,268,1185,96,5,30,6714,525,2,0,0,0,0,0,380,3741,4705,360,11,101,195,1674,12,1800,447,586,639,812,269,374,262,34,109,888,246,739,,10,350,31,513,28,11,,16,8049,98,9,34,29,16,9,4,,9197,2009,7162,1679,356,46317,11650,1673
106190430,106190430,190430,KAISER FND HOSP - BELLFLOWER,9400 EAST ROSECRANS AVENUE,BELLFLOWER,90706,,NO,78.2m,East,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,34161,25822,10,,8097,7508,8781,8175,7861,7067,4907,3463,2383,1751,,3237,12609,31747,64,3046,174,9116,913,523,25,105,2,20,57823,56,23,364,20,11,0,98,10,7449,8122,111,39442,4869,2148,,320,1422,19,3815,1007,3740,1580,11825,4254,91,3546,993,97,1648,6931,2044,14513,3646,193,766,33,464,51,,613,46770,5490,199,1279,112,311,66,,59993,4176,3934,,1,307,505,705,951,1341,1371,1421,1217,89,204,,527,1755,3450,6,249,8,2116,451,88,168,936,66,,57,5830,514,1,0,0,0,0,0,437,3446,3865,354,9,125,280,1209,6,1595,475,480,904,594,161,173,166,11,185,841,250,647,,9,348,44,600,21,16,,21,6799,172,8,26,35,15,4,2,,8111,2009,6808,1223,80,50105,9431,457
106190431,106190431,190431,KAISER FND HOSP - HARBOR CITY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,,NO,78.2aaaa,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,235,Basic,27086,21112,1,,4812,5567,6397,5876,6596,6019,4940,4129,2940,923,,3377,15003,13363,60,3933,3338,9125,646,547,25,145,,8,46330,159,25,305,0,,0,9,,5187,9201,272,30771,2768,1494,,222,1627,13,2403,989,2688,1189,11126,3091,143,2319,1560,60,1339,4543,1652,11741,3190,165,579,17,464,15,,385,35792,5775,194,1245,87,248,43,,48199,4415,3894,,,208,354,506,957,1260,1455,1688,1669,61,151,,884,2915,1721,15,177,34,2563,360,76,245,1058,48,1,106,5727,686,2,0,0,0,0,0,376,4134,3519,272,8,80,171,1325,3,1494,535,590,939,650,186,252,166,9,112,945,273,572,1,6,335,47,768,18,12,,28,6855,162,7,24,24,18,8,3,,8309,2009,7587,587,135,43265,4414,520
106190432,106190432,190432,KAISER FND HOSP - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,91402,,NO,78.2zz,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,218,Basic,22872,19465,2,,4510,4952,5861,5178,5678,5585,3843,2999,2893,840,,2374,2063,12071,39,1381,14461,9950,211,336,40,52,8,6,41026,36,7,160,5,,0,445,7,4497,7483,134,26020,4205,461,,134,1102,11,1960,601,2129,1150,8258,3242,74,2320,862,16,1467,3899,1197,13456,2917,104,375,20,319,252,,442,32641,3600,174,1158,86,214,37,,42339,4081,3915,,,259,364,423,784,1322,1348,1486,1728,77,205,,621,541,2367,15,229,257,3966,298,88,194,799,143,32,68,5770,602,2,0,0,0,0,0,387,3913,3312,371,13,44,154,1405,8,1482,375,602,494,673,142,194,153,21,177,1164,151,742,2,13,405,39,521,19,25,,21,6757,104,7,32,40,8,17,1,,7996,2009,6736,985,275,34627,6566,1146
106190434,106190434,190434,KAISER FND HOSP - WEST LA,6041 CADILLAC AVENUE,LOS ANGELES,90034,,NO,78.2x,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,305,Basic,32181,24234,1,,5067,5635,8435,7119,7568,7490,5608,4442,4034,1018,,1646,25578,11871,341,4996,2790,9194,528,397,53,43,4,1,54909,22,19,247,8,1,0,161,23,6566,10803,110,32618,6319,1287,,256,1643,8,2583,1053,2669,1111,14792,3851,116,2652,1344,33,1508,6021,2957,12532,4035,74,589,27,624,510,,516,40645,6766,194,2011,118,257,50,,56416,3821,3083,,,137,293,391,600,970,1163,1456,1806,25,63,,294,3770,975,35,88,12,1730,220,58,216,728,90,7,21,4956,607,1,0,0,0,0,0,294,3818,2543,249,,92,208,1444,,1282,408,527,337,445,154,199,88,6,65,925,172,542,2,8,243,23,359,13,9,,32,6094,66,3,24,23,11,3,1,,6904,2009,6375,464,65,50984,4865,567
106190455,106190455,190455,LANCASTER COMMUNITY HOSPITAL,43830 NORTH 10TH STREET WEST,LANCASTER,93534,,NO,77.1b,Antelope Valley,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,117,Basic,11372,8130,,,1709,2286,3076,2671,3081,2796,1618,982,941,342,,76,5163,2321,5,1021,4176,6740,137,1312,,,1,,17852,33,1,14,0,2,119,,31,5097,2337,677,8482,2909,311,1,140,746,5,991,582,1231,380,3720,1119,50,1532,558,4,481,2489,623,4539,1223,133,164,13,276,32,119,204,15215,1330,59,466,137,71,60,,19502,2427,2086,,,44,157,306,591,885,873,847,810,,,,39,1046,582,2,200,20,2624,85,72,154,366,83,,,3108,425,220,0,0,0,0,0,631,1977,1626,201,78,9,85,1109,2,554,264,188,253,407,62,104,121,2,55,745,71,482,,,217,30,260,10,28,205,12,3594,48,7,35,28,29,9,1,,4513,2009,4314,167,32,18997,376,129
106190470,106190470,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,4101 TORRANCE BOULEVARD,TORRANCE,90503,,NO,78.2u,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,315,Basic,26800,21120,,,7680,5549,7467,6454,6128,4542,2740,2532,2892,1936,,3817,7008,13725,41,2470,81,20778,880,522,73,2,3,,45985,330,1,123,0,,0,1,,11264,7509,1852,21042,6253,1375,,198,966,13,2114,666,2501,1667,11637,2548,100,2628,1842,42,1151,5581,1820,11071,3880,141,428,22,407,12,75,422,35906,4710,265,1256,111,245,40,,47920,6781,5307,,,242,547,779,1272,1576,1747,2144,3352,162,267,,1532,1653,2216,4,503,16,6164,197,156,455,1181,122,15,66,7573,2320,3,0,0,0,0,0,1995,6198,3225,526,144,122,203,2416,11,1933,527,729,915,1039,269,315,236,11,141,1524,335,1346,,16,716,49,450,17,28,294,27,10225,110,25,58,41,18,27,3,,12088,2009,10607,851,630,44570,2482,868
106190475,106190475,190475,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,90804,,NO,78.2lll,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,163,Basic,10822,9070,,,1993,2331,4161,3076,3219,2163,1090,628,905,326,,750,4559,4477,17,169,2,9918,841,396,68,,,,17398,122,,36,0,918,0,,113,5232,2918,1054,6364,4324,412,,71,517,6,1068,276,1031,447,5153,1326,40,1370,535,4,705,2585,1078,3268,1527,73,162,8,548,13,53,198,14321,2093,123,607,24,93,49,,19892,1807,1656,,,74,322,284,533,609,460,390,791,,,,157,584,375,,22,,2325,278,116,140,121,109,2,9,2154,529,5,0,0,0,0,0,577,1876,542,448,20,13,35,447,2,302,128,146,263,222,34,35,87,,978,406,54,311,,,172,10,109,18,2,66,5,2852,62,4,13,112,6,31,1,,3463,2009,3344,79,40,19036,659,197
106190500,106190500,190500,MARINA DEL REY HOSPITAL,4650 LINCOLN BOULEVARD,MARINA DEL REY,90291,,NO,78.2j,West,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Corporation,General Medical / Surgical,105,Basic,10151,9048,,,1139,1632,3784,3335,3140,2476,1435,1014,1118,126,,478,4321,1704,184,2703,422,9387,498,827,51,10,2,,17641,33,3,130,0,4,0,,,1089,3004,1101,9772,4233,257,,57,421,,859,313,1061,208,5849,692,20,1899,923,5,868,1882,803,3082,1712,83,241,18,320,3,95,225,12938,2394,193,738,103,113,23,,19199,1458,1220,,,33,115,167,272,331,391,479,890,,,,94,560,142,36,285,63,1498,174,121,99,340,51,1,16,1449,425,2,0,0,0,0,0,144,1619,711,171,33,5,30,611,1,437,121,165,227,241,52,61,72,,32,341,45,237,,,175,13,136,6,2,71,7,2154,34,13,17,17,18,15,,,2678,2009,2576,61,41,18310,611,278
106190517,106190517,190517,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,91356,,NO,78.2yy,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,245,Basic,13125,10519,,,3665,2777,3054,2988,2847,2365,1689,1493,2115,651,,277,1042,2541,6,1277,80,18421,115,132,23,2,9,1,23253,47,2,51,0,3,0,,6,1543,4736,279,12012,5074,437,,96,529,6,970,285,1114,552,5729,1231,35,1476,783,23,746,3009,764,5859,2243,72,211,6,187,7,116,272,17334,2189,81,705,57,127,37,,23644,3946,3009,,,174,223,292,470,742,862,1294,2570,106,222,,107,153,418,,812,19,5446,99,119,266,1148,89,19,157,3909,1148,1,0,0,0,0,0,739,4372,1469,237,138,30,109,1270,11,1040,344,450,613,596,145,178,200,5,54,1052,230,610,,18,436,30,408,3,20,371,13,5504,92,3,27,16,22,9,1,,6955,2009,6669,120,166,22462,719,463
106190521,106190521,190521,MEMORIAL HOSPITAL OF GARDENA,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,,NO,78.2iiii,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Partnership,General Medical / Surgical,103,Basic,14984,10537,,,4283,3820,5277,3419,3207,2284,1006,679,497,1049,,656,13494,9481,63,316,157,1354,684,2382,102,11,,1,22096,16,,23,0,200,0,,6,11027,1850,506,5625,6513,1790,,70,560,15,1441,434,1240,663,5410,1167,96,1517,724,34,705,3729,1032,4894,1388,57,171,11,465,5,64,230,19705,2239,135,776,79,148,48,,25521,3229,1866,,,153,559,444,609,855,803,833,838,1,,,311,2625,1513,14,96,35,501,196,199,148,51,29,334,48,3293,796,1,0,0,0,0,0,1869,2173,524,503,26,647,79,985,,603,338,208,413,243,57,100,176,3,40,701,97,405,,,155,16,186,19,8,123,8,4484,31,,24,19,6,15,1,,5095,2009,4139,873,83,20598,4652,271
106190522,106190522,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,,NO,78.2ee,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,255,Basic,12118,10497,4,,2838,2444,3415,3039,2885,2484,1861,1582,1361,710,,1320,702,9137,7,2404,62,8987,202,467,33,4,,,21605,41,4,34,0,227,0,,2,8249,4093,1003,5594,3680,624,,28,500,5,971,289,1228,454,5351,1279,23,1036,611,41,655,2563,809,6152,1797,49,168,10,240,22,13,223,16848,2266,91,663,46,169,13,1,22619,3656,3215,,,74,264,351,649,892,1061,1509,2007,61,3,,552,152,1743,,611,16,3797,118,178,259,712,242,27,83,4300,951,1,0,0,0,0,0,2010,3423,1015,380,43,110,113,1815,7,926,274,375,575,451,143,226,181,12,76,811,139,587,17,33,350,27,367,8,8,39,12,5930,62,3,19,19,14,10,3,,6871,2009,4142,597,2132,16018,2180,4421
106190524,106190524,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,,NO,78.2zz,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,85,Basic,6722,5952,,,2080,2063,1989,1780,1741,1270,657,399,358,337,,686,1238,7834,11,67,12,2826,,314,27,3,,,11910,172,,20,0,175,0,,53,6844,1420,383,1233,2794,156,,31,204,7,668,224,710,816,2666,752,51,786,408,,887,1518,477,2313,814,52,114,5,282,31,29,147,9652,1017,40,329,38,91,33,,12674,1994,2089,,,79,408,446,656,742,480,581,691,,,,445,569,658,2,23,1,2385,79,155,92,26,42,46,3,2836,803,1,0,0,0,0,0,1502,1890,383,273,35,10,52,415,,304,169,213,305,204,33,28,59,,1300,393,82,516,,,104,10,73,19,20,86,12,3558,83,,9,88,3,16,2,,4083,2009,3420,589,74,8774,3794,106
106190525,106190525,190525,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,Level II & Level II - Ped,YES,78.2lll,South Bay,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,420,Basic,33335,27335,,,15557,8495,8725,6515,6018,4486,2571,1686,1587,5030,,4722,14725,28346,103,1565,20,11189,537,3317,70,10,17,,55981,327,,282,0,122,0,,7,9936,4997,5518,30995,9224,2432,,188,822,16,2668,567,3128,2394,11202,2765,71,3413,1804,207,972,8321,2010,17690,3911,134,183,16,697,1,16,459,49084,3936,264,1587,112,249,21,,60670,8442,7027,,,459,1305,1228,1960,2404,2377,2312,2810,202,412,,2006,3452,4078,32,116,42,5743,553,381,426,1322,289,120,61,10478,1831,8,0,0,0,0,0,3423,6425,3596,1726,299,184,419,2998,16,2218,816,832,715,1766,370,406,420,15,221,1652,442,1972,,7,681,77,587,153,6,,30,13301,134,44,366,57,20,9,4,,15469,2009,13263,1532,674,50752,8938,980
106190529,106190529,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,,NO,78.2xxx,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,434,Basic,17593,14476,,,4984,4012,4401,3616,3602,3059,2367,2031,2816,1181,,3715,2389,13320,5,1274,,11366,703,710,71,49,24,2,30277,187,3,32,0,9,0,,2,2995,6834,719,16423,5098,752,,65,801,8,1333,471,1293,426,8259,1744,50,1473,1213,66,908,3126,1039,9042,2859,96,347,21,383,296,201,389,22278,3700,143,964,109,249,34,,32069,5476,4574,,,192,376,554,984,1219,1474,1798,3313,42,98,,1401,594,2748,5,282,2,5018,219,202,358,713,305,53,12,6047,2141,,0,0,0,0,0,953,5928,2531,569,69,145,158,1987,3,1394,487,533,882,1043,206,281,239,13,160,1341,217,952,,9,783,74,670,24,37,219,27,7907,144,16,51,45,36,15,2,,10050,2009,8587,738,725,28989,2094,986
106190534,106190534,190534,OLYMPIA MEDICAL CENTER,5925 SAN VICENTE BOULEVARD,LOS ANGELES,90019,,NO,78.2x,Metro,11 - Los Angeles,Los Angeles,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,204,Basic,8789,7556,,,947,1345,2896,2749,2948,2530,1086,793,940,111,,592,7743,2375,,971,49,4615,459,655,71,4,1,,14941,50,1,101,0,62,0,,,5134,2829,1013,3530,3839,250,,184,410,2,700,251,770,354,4096,1356,26,1016,829,5,818,1483,642,3153,1059,60,103,10,396,13,83,185,11750,1872,49,600,73,74,18,,16345,2954,2141,,,21,141,224,491,643,700,962,1913,,,,277,2076,531,,264,26,1921,227,169,243,402,52,28,143,2111,1718,2,0,0,0,0,0,624,3649,544,240,38,20,77,921,1,518,227,335,766,415,131,81,153,28,76,675,131,540,,,234,30,142,3,9,270,11,4277,51,3,14,35,5,9,2,,5095,2009,4330,290,475,14931,935,479
