oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,disp_Acute_Care,disp_Against_Medical_Advice,disp_Childrens_or_Cancer,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Other,disp_Invalid_Blank,disp_Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_inv_Payer,dx_Certain_Perinatal_Conditions,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health_St,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,dx_Unacceptable_principal_diagno,ED_Visit,All_Other_Languages,English,Spanish,Unknown_lang,blank_inv_lang,Zip_Blank_Invalid,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_racegrp_aman,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_nhpi,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_racegrp_inv_blank,a_eth_Hispanic,a_eth_NonHispanic,a_eth_Unknown,a_eth_Blank_Invalid,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Residential_Care,a_disp_Routine,a_disp_SN_IC_Care,a_disp_Childrens_or_Cancer,a_disp_Disaster_Care_Site,a_disp_Other,a_disp_CAH,a_disp_Invalid_Blank,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_inv_Payer,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_dx_Certain_Perinatal_Condition,a_dx_Factors_Influencing_Health_,a_dx_Pregnancy_Childbirth,a_dx_Congenital,a_dx_Unacceptable_principal_diag,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish,a_Unknown_lang,a_blank_inv_lang,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Zip_Unknown,a_Zip_Foreign,a_Zip_Blank_Invalid,ED_STATIONS_ON_1231
106190754,190754,ST. FRANCIS MEDICAL CENTER,General Acute Care Hospital,Los Angeles,3630 E Imperial Hwy,Lynwood,90262,Investor - Limited Liability Company,Level II,Emergency - Basic,,,300-499,District 33,District 63,Downey Southwest/Lynwood North Central/South Gate East,Urban,19223,18484,11,2719,3276,7798,6820,5030,4757,3657,1792,1052,815,2,35,245,7647,122,111,27494,769,1286,9,26965,9742,986,25,184,1817,7,220,108,8,262,164,57,2,21,34078,758,8,24,,,12167,2489,356,18402,4304,,106,2552,12,2097,219,550,674,213,1804,2547,2055,7711,1967,2144,123,1694,1767,3228,1080,5160,15,37718,34,26907,10738,39,,60,36223,1,1097,138,199,4645,6165,6,262,1381,1384,1378,1926,2008,1332,1020,85,39,1,32,140,2433,71,39,7128,376,597,,6952,3444,420,,413,581,719,984,132,41,41,43,50,136,6862,813,1,,,,,6889,2619,83,767,458,,1453,951,78,7,463,9,534,2260,1505,1645,151,151,312,578,139,167,64,5,338,4,2,10816,25,7042,3722,25,2,10060,672,24,54,2,4,42
106190756,190756,PROVIDENCE SAINT JOHN'S HEALTH CENTER,General Acute Care Hospital,Los Angeles,2121 Santa Monica Blvd,Santa Monica,90404,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 26,District 50,Santa Monica Central/Sawtelle/West Los Angeles,Urban,8425,8772,12,475,685,2414,2822,2439,2625,2293,1652,1715,89,,48,638,1836,565,16,3859,346,9832,69,3026,13795,318,70,219,597,8,43,26,5,1,33,471,3,15,15590,193,,,5,,5647,4416,345,5589,1212,,14,1157,1,803,83,159,219,171,522,922,531,4075,1429,1091,50,887,289,1005,600,3198,3,17209,530,15888,718,63,10,4,14693,22,2006,440,44,2915,2896,,21,147,310,386,684,937,1272,2033,21,,,11,261,396,190,7,969,102,3870,5,740,4971,95,5,140,138,323,1447,178,,,14,158,12,2435,965,,,,,1,720,3701,42,1258,89,1,1125,732,62,9,198,9,316,1138,666,94,151,287,232,418,128,147,21,9,65,3,1,5811,470,4999,333,5,4,5379,337,91,,4,,27
106190758,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,General Acute Care Hospital,Los Angeles,501 S Buena Vista St,Burbank,91505,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 25,District 43,Burbank North/North Hollywood South,Urban,19601,17413,6,2468,2501,6934,6765,4853,4785,3922,2404,1884,504,,38,834,1920,671,52,9123,417,23935,30,12953,23644,390,33,586,901,10,108,26,,6,523,303,,3,34310,235,1,,8,,16038,6014,1015,11523,2430,,56,2580,5,2143,97,737,327,399,880,2527,2000,7126,1528,2563,106,1581,1090,3500,1182,6589,4,37020,2581,30014,4378,31,16,5,35787,21,678,508,21,5052,5107,1,51,449,781,822,1434,1875,2095,2618,35,,,10,373,454,236,11,2208,85,6783,,2396,7677,87,,265,196,479,1724,316,1,1,10,135,24,5463,1546,,,,,,2147,5748,79,2054,129,3,1761,1527,112,17,361,16,683,2306,927,136,244,348,377,753,196,224,32,8,126,4,2,10160,1441,7423,1283,5,8,9860,202,96,,1,1,24
106190762,190762,ST. VINCENT MEDICAL CENTER,General Acute Care Hospital,Los Angeles,2131 W 3rd St,Los Angeles,90057,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 24,District 51,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,238,220,,4,14,90,74,66,86,57,36,31,,,1,69,67,,,22,22,277,,247,192,19,,4,7,,2,,,,,1,,,441,3,,,,,297,45,4,56,56,,,32,,19,,7,6,4,4,28,15,63,30,43,2,13,3,78,28,83,,458,29,348,81,,,,431,,19,3,5,78,87,,1,1,8,14,29,35,30,47,,,,,46,16,,,5,4,94,,76,86,2,1,10,5,7,12,3,2,,,2,,92,32,,,,,,18,56,11,80,,,26,20,2,1,9,,8,39,23,,9,5,1,15,3,4,,,,,,165,28,92,45,,,158,6,,1,,,8
106190766,190766,COAST PLAZA HOSPITAL,General Acute Care Hospital,Los Angeles,13100 Studebaker Rd,Norwalk,90650,Investor - Limited Liability Company,,Emergency - Basic,,,100-149,District 32,District 57,Norwalk/Studebaker,Urban,4831,4781,,507,753,1789,1769,1364,1489,985,507,403,46,,33,402,1101,8,41,3410,12,4605,,6252,3353,7,,440,614,2,34,17,1,,287,202,1,33,7888,93,,,,,5661,1518,231,1120,1082,,2,559,1,653,25,247,165,98,502,503,365,2020,643,534,31,459,123,1101,417,1162,2,9612,53,8010,1546,3,,,9217,2,230,46,117,896,988,,6,97,133,196,301,413,300,438,,,,2,166,191,1,12,575,4,933,,961,922,1,,92,139,149,126,29,,2,31,1,45,787,478,3,,,2,,730,968,7,144,35,,247,223,17,,120,4,84,644,132,41,30,23,83,131,38,49,,8,10,,,1884,52,1441,391,,,1817,50,5,12,,,8
106190796,190796,RONALD REAGAN UCLA MEDICAL CENTER,General Acute Care Hospital,Los Angeles,757 Westwood Plaza,Los Angeles,90095,University of California,Level I & Level I - Ped,Emergency - Comprehensive,,Teaching,300-499,District 26,District 54,Century City/Cheviot Hills/Rancho Park/West Los Angeles/Westwood,Urban,14139,13929,4,1349,2630,6026,4874,3452,3510,2707,1712,1464,348,,96,2361,3998,680,40,6558,364,13962,13,6473,21231,354,14,1530,203,10,77,59,6,3,52,2120,21,1,23944,46,,,,,7810,4647,905,12768,1942,,33,1561,13,1211,221,301,255,673,686,1577,1026,5147,3769,2016,112,1368,425,1429,725,5501,23,28072,677,25946,1383,21,45,,24700,38,2454,868,12,4268,5234,,420,785,916,985,1444,1806,1440,1230,141,335,,34,764,1191,219,14,2452,82,4744,2,2635,6787,78,2,516,204,304,2133,206,13,3,127,444,4,5030,513,5,,,,,2385,4057,129,2847,84,,1556,1218,153,16,405,62,400,1529,1958,220,174,377,392,513,102,241,16,34,91,41,4,9502,467,8082,913,6,34,8852,396,244,1,9,,41
106190812,190812,VALLEY PRESBYTERIAN HOSPITAL,General Acute Care Hospital,Los Angeles,15107 Vanowen St,Van Nuys,91405,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 18,District 46,Northridge South/Reseda North,Urban,21607,18060,,5087,4211,7166,6561,5206,4784,3322,1284,763,1283,,14,1261,2197,24,7,432,15,35717,,29019,10568,80,,294,816,31,70,,4,,99,201,,,38147,5,,,,,7401,3480,170,25318,3298,,151,1746,17,2205,180,1244,430,519,1403,2760,2029,5944,1456,2941,114,1288,1665,4790,1526,7259,,39667,891,23727,15033,11,5,22,38658,,773,158,56,2956,3457,,167,381,586,737,1202,1304,930,865,92,149,,3,340,441,2,4,36,3,5584,,3473,2934,6,,202,290,366,846,85,,1,10,171,71,3662,702,7,,,,,3478,2261,36,526,112,,888,1084,118,14,390,5,437,1743,406,77,129,171,145,399,122,141,33,4,101,6,,6413,462,3793,2149,4,5,6162,220,30,1,,,33
106190818,190818,USC VERDUGO HILLS HOSPITAL,General Acute Care Hospital,Los Angeles,1812 Verdugo Blvd,Glendale,91208,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 25,District 43,Burbank South/Eagle Rock/Glendale Northwest,Urban,9503,8378,8,975,1404,2829,2877,2476,2470,2165,1395,1176,122,,58,1124,1017,193,,1318,84,14095,,3150,14550,189,,32,364,,18,1,,865,146,8,,1,16412,42,,,,,6164,3349,292,7019,1065,,5,1290,2,977,55,265,263,210,835,1224,1130,3863,685,1183,51,769,347,1528,585,2617,5,17889,642,16836,376,2,33,19,17627,16,64,146,17,1971,1957,,16,104,196,274,457,801,888,1182,10,,,16,273,187,37,,289,16,3110,,563,3315,50,,353,96,132,722,108,6,1,85,21,61,1619,723,,,,1,,520,2450,18,889,51,,496,547,38,13,168,3,243,980,348,245,73,104,121,357,51,95,10,4,31,1,,3928,284,3476,154,,14,3848,49,26,3,1,1,13
106190859,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,General Acute Care Hospital,Los Angeles,7300 Medical Center Dr,West Hills,91307,Investor - Corporation,,Emergency - Basic,,,200-299,District 27,District 45,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,Urban,19599,17656,1,2613,3076,6639,6360,5240,5122,3669,2124,2049,364,,37,1285,2215,2793,22,16468,124,14312,,10277,26027,952,,619,1123,2,63,112,1,29,166,345,4,,34725,64,,3,,,16863,6050,1703,8249,4391,,22,2265,2,2216,204,584,461,393,911,2312,1442,8550,2229,2338,106,1616,937,3580,1337,5734,17,37256,294,35315,1610,20,17,58,35831,16,369,937,45,3608,3610,,42,386,558,583,892,1234,1419,2081,6,17,,9,351,280,531,4,2408,15,3619,1,1235,5835,148,,333,294,244,1438,334,11,4,25,68,100,3158,1209,,,,,,1391,4145,146,1300,150,86,1251,974,139,14,327,11,439,1540,848,125,136,199,226,454,128,171,,7,222,7,,7218,166,6688,341,7,16,6888,196,122,11,1,,30
106190878,190878,ADVENTIST HEALTH WHITE MEMORIAL,General Acute Care Hospital,Los Angeles,1720 E Cesar E Chavez Ave,Los Angeles,90033,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,Teaching,300-499,District 24,District 53,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,21813,17565,2,4274,3644,7929,6507,4868,4273,3557,1868,1310,1150,,31,690,1324,87,28,10283,988,25816,133,35233,3679,383,85,457,1236,2,29,19,6,38,311,17,3,2,37070,186,,3,,1,23804,5509,1645,4212,4099,111,116,2506,4,1998,119,914,480,486,1214,2362,1565,5889,765,3104,73,1559,1597,3603,1436,9589,1,39380,77,25209,14085,4,5,107,37835,,596,139,703,4845,5475,,261,974,1207,1390,1780,1840,1355,1255,144,114,,13,187,680,6,8,2946,184,6296,,8559,1715,46,,188,342,326,1387,110,38,50,86,119,1,6836,837,,,,,,4914,3894,438,688,375,11,1486,1271,130,15,684,13,545,1949,589,1790,168,268,340,455,177,243,51,12,114,15,5,10320,45,5620,4650,3,2,9232,887,44,116,,41,28
106190883,190883,WHITTIER HOSPITAL MEDICAL CENTER,General Acute Care Hospital,Los Angeles,9080 Colima Rd,Whittier,90605,Investor - Corporation,,Emergency - Basic,,,150-199,District 32,District 57,La Habra Heights/Whittier,Urban,10962,9036,,1749,1866,4042,3371,2827,2382,1842,867,745,307,,105,1627,450,1021,17,10575,1132,5071,,11999,6940,1059,,534,906,203,28,,1,,137,219,,3,17896,71,,,,,3061,2504,306,13167,960,,32,1023,4,1130,30,440,190,224,1187,1266,1384,3484,964,1218,41,759,601,2162,758,3095,6,19998,805,16157,3031,5,,2,19465,8,385,137,1,1764,1864,,30,189,294,407,577,723,623,782,3,,,5,625,68,203,5,1489,172,1060,1,1656,1827,145,,287,206,228,276,62,,1,21,,23,1995,482,47,,,,,1269,1536,30,733,57,3,452,664,66,3,193,1,254,805,208,97,37,133,91,320,107,132,3,1,56,3,2,3628,449,2530,648,,1,3468,134,22,1,3,,11
106190949,190949,HENRY MAYO NEWHALL HOSPITAL,General Acute Care Hospital,Los Angeles,23845 Mcbean Pkwy,Valencia,91355,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 27,District 38,Canyon Country/Santa Clarita West/Saugus,Urban,23721,21048,1,3365,4277,7460,7194,5968,5999,4352,2999,2586,570,,78,1691,2739,62,69,4774,213,35144,,15199,28968,603,,1804,874,,64,60,,,824,106,2,4,40924,108,,,,,16915,7898,2314,15402,2241,,21,3835,2,2518,179,828,710,328,2999,2536,2488,9010,2109,2030,129,1961,724,4471,1117,6733,42,44770,83,43909,778,,,14,43638,14,408,454,242,3964,4213,,145,632,786,764,1273,1480,1452,1633,11,1,,10,413,419,10,16,568,36,6705,,1651,6499,27,,470,184,308,1269,6,,35,51,161,51,5020,622,,,,,,1714,4030,86,2167,180,,1292,1031,47,11,336,8,469,1377,1193,993,142,220,195,612,99,73,11,3,58,6,1,8177,68,7764,341,4,,7831,255,72,16,2,1,30
106191227,191227,LAC/HARBOR-UCLA MEDICAL CENTER,General Acute Care Hospital,Los Angeles,1000 W Carson St,Torrance,90502,City or County,Level I & Level II - Ped,Emergency - Basic,,Teaching,300-499,District 35,District 66,Harbor Gateway South/Lomita/Torrance East Central,Urban,26822,29638,20,5837,5879,9875,8638,8150,8387,5645,1692,936,1441,,393,2520,11304,467,306,36047,610,4822,11,34126,21204,1150,,2077,375,22,78,1,,188,315,2598,,60,50657,109,,,,,41965,4395,1302,3442,5374,2,50,3054,20,2805,273,974,830,1125,3216,3326,2493,7794,6394,4275,211,2379,869,3368,1930,11063,31,56480,852,37753,17652,125,98,21,52148,186,3389,297,439,5742,7658,3,574,1419,1711,1877,2731,2392,1212,954,221,312,,137,905,2874,127,79,7815,113,1350,3,7249,5890,264,,580,463,493,528,160,130,17,99,321,104,9900,582,6,19,,,1,8719,2867,299,846,672,,2078,1626,170,26,766,62,623,1643,2609,769,251,386,446,593,304,478,56,40,459,18,,13403,384,8371,4596,26,26,12416,835,54,91,5,2,75
106191228,191228,LAC+USC MEDICAL CENTER,General Acute Care Hospital,Los Angeles,1200 N State St,Los Angeles,90033,City or County,Level I & Level II - Ped,Emergency - Comprehensive,,Teaching,500+,District 24,District 51,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,39942,53716,39,4144,5798,15783,17104,17495,17416,10822,2967,1062,1106,,230,2647,11579,443,48,70643,4513,3594,,63407,25669,4621,,1691,807,23,170,6,2,415,5851,5471,16,58,79002,134,,,33,18,66200,6571,8844,4429,7653,,35,5608,46,4961,447,1118,1688,2427,3986,4974,3238,12482,10596,8711,436,4784,1256,3962,2961,19944,37,93697,1801,53137,38181,423,155,,83288,424,8739,326,920,8048,14045,11,598,2090,2840,3680,4988,4173,1842,1323,246,324,,54,1076,2635,71,13,16429,1003,823,,14637,6599,868,,999,1069,826,115,121,200,1294,145,206,103,16162,835,12,17,,,,15215,3853,1197,890,928,21,3189,2734,352,21,1262,121,1164,3767,3275,1100,646,934,1035,1083,456,490,106,44,298,27,,22104,874,10968,10177,62,23,19258,2588,78,162,18,,106
106191230,191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",General Acute Care Hospital,Los Angeles,1680 E 120th St,Los Angeles,90059,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,Teaching,100-149,District 35,District 64,Paramount North/Willowbrook,Urban,40057,33686,,4787,5729,16502,14398,11067,10945,7115,1629,702,869,,38,145,30803,,93,621,518,41525,,39024,32992,1727,,1644,3005,145,37,187,8,,594,1814,14,73,66099,100,23,,,,53934,5828,11091,2890,,,53,6311,10,3625,347,1098,1192,736,1247,5132,3332,12388,3188,4872,172,2884,2878,5838,2920,15505,15,73743,68,56135,17496,3,41,5,66464,1,7019,245,9,530,30,,47,302,161,17,3,7,1,,22,,,,2,190,,2,30,3,333,,316,195,42,7,7,8,3,6,,,,,,4,527,3,2,,,,,520,5,2,17,14,2,3,3,,,1,,3,3,4,,1,3,1,,,,22,,516,,,560,,548,10,,2,544,15,,1,,,29
106191231,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,General Acute Care Hospital,Los Angeles,14445 Olive View Dr,Sylmar,91342,City or County,,Emergency - Basic,,Teaching,300-499,District 18,District 39,Angeles National Forest West/Kagel Canyon/Lake View Terrace/San Fernando East/Sylmar,Urban,21283,24436,,1454,2971,7125,8336,8649,9073,5504,1646,589,372,,63,1133,2213,90,20,39391,1802,1007,,30470,12256,2993,,596,251,8,13,1,1,300,224,4441,4,22,39753,105,,,,,32108,3388,3841,2153,4169,60,3,3349,18,2263,191,588,829,979,1464,3081,1748,4073,5693,4136,197,1993,680,2036,1446,10937,15,45719,1034,23150,21400,70,65,1,41721,132,3386,77,402,3318,4660,,96,543,985,1436,1987,1634,729,485,40,43,,16,312,380,14,6,7004,43,203,,5470,2400,108,,270,319,252,259,83,194,9,47,44,41,6033,427,,,,,,5614,1394,156,172,642,,1288,1314,183,17,506,38,573,1526,311,450,166,310,255,428,168,306,26,8,94,11,,7978,290,3508,4166,5,9,7428,508,7,33,2,,51
106191306,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,General Acute Care Hospital,Los Angeles,7601 Imperial Hwy,Downey,90242,City or County,,,,Teaching,150-199,District 32,District 58,Downey Southwest/Lynwood North Central/South Gate East,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,,2,,,,1,1,,,,,,,,1,,,,,1,,,,,,,2,,,,,,1,,,,,,,,1,,,,,,,,,,,,,2,,1,1,,,2,,,,,,
106191450,191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,General Acute Care Hospital,Los Angeles,5601 De Soto Ave,Woodland Hills,91367,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 27,District 45,Encino/Tarzana/Warner Center/Woodland Hills,Urban,17406,14819,2,1384,1729,4304,4040,3504,4199,4402,4140,4198,327,,119,3077,2390,185,198,7610,485,18163,,8488,23426,313,,413,348,,35,964,77,9,9,516,6,3,29654,188,,,5,,5172,10495,53,15111,1396,,26,3906,11,2099,239,383,616,371,484,2010,1442,5771,1407,2031,142,1586,489,2191,830,6186,7,32227,607,29791,1757,30,42,3,31778,,264,182,,1744,1818,,21,111,175,212,403,688,872,1080,,,,5,373,171,5,26,594,47,2341,,720,2816,26,,135,26,152,1287,127,,,9,10,,1583,229,,,4,,,174,2350,5,1009,24,,487,554,42,3,125,5,185,1242,273,29,78,94,81,219,22,77,,3,41,2,,3562,112,3225,220,4,1,3523,24,14,,,1,27
106196035,196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,General Acute Care Hospital,Los Angeles,1011 Baldwin Park Blvd,Baldwin Park,91706,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 22,District 48,Bassett/Industry West/La Puente,Urban,31456,26688,,4636,4481,8397,7847,7190,7197,6553,6018,4911,914,,242,5795,2107,113,540,38904,1753,8690,,39082,18097,965,,831,482,13,52,1287,150,5,56,704,21,6,54388,149,,,,,12253,13833,105,28612,3341,,63,5636,8,4605,292,1030,1069,649,792,3805,3724,10004,2049,3330,187,2379,1197,5528,1743,10042,12,58144,1063,48814,8160,59,48,2,57506,1,521,114,,2633,2974,,23,215,385,589,845,1095,1227,1225,2,1,,18,804,220,5,71,3285,58,1146,,3329,2248,30,,267,36,329,1960,173,2,,3,4,,2612,207,,,14,,,452,3002,5,2031,115,2,898,885,61,4,218,4,214,2171,351,35,81,147,89,254,62,73,2,3,54,1,,5607,169,4421,1009,6,2,5552,49,6,,,,30
106196403,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,General Acute Care Hospital,Los Angeles,9333 Imperial Hwy,Downey,90242,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 32,District 58,Downey Northeast,Urban,46050,35511,1,6432,5973,13538,12177,10404,10434,8857,7171,5049,1526,1,174,4094,12185,187,503,51582,2284,10553,,52152,27995,1414,1,653,3124,6,68,1411,108,,12,1125,3,9,74824,218,,,1,,16743,16787,117,45073,2842,,110,7643,20,5411,681,1226,1536,772,1224,5456,6003,11611,3125,5009,289,3826,2782,6427,2256,16139,16,81562,485,68440,12464,121,52,3,80239,,1168,152,,3863,3939,,123,439,656,785,1156,1576,1590,1344,49,84,,15,552,1240,9,70,4407,60,1449,,4486,3289,27,,384,54,366,2438,217,2,,13,13,2,4003,295,,7,8,,,680,3777,5,3225,115,,1229,1036,123,8,294,12,302,2974,397,60,158,207,174,401,74,102,12,4,235,,,7802,83,5913,1793,1,12,7708,84,8,2,,,80
106196405,196405,PALMDALE REGIONAL MEDICAL CENTER,General Acute Care Hospital,Los Angeles,38600 Medical Center Dr,Palmdale,93551,Investor - Corporation,,Emergency - Basic,,,150-199,District 21,District 36,Palmdale Central,Urban,26786,21917,,4138,4785,9749,8486,6742,6302,4752,1995,1169,585,,481,312,12348,57,42,13422,393,21648,,22467,25748,488,,398,808,11,56,60,14,111,1065,201,11,,45941,27,,,,,23685,5293,1181,15704,2840,,9,3297,11,3369,367,882,1102,546,2061,3024,2519,8213,2001,3474,166,1918,1409,5821,1456,7022,36,48703,152,44205,4148,172,26,154,47805,,93,502,149,2847,3136,,37,341,562,714,1183,1454,988,704,,,,55,68,1301,6,8,1292,47,3206,,2188,3719,76,,147,224,329,767,137,3,132,10,166,,3765,303,,,,,,2146,2747,265,720,105,,1070,837,82,6,415,2,343,1313,557,133,105,146,186,553,119,77,,6,31,2,,5983,42,5108,809,15,9,5845,73,54,,4,7,35
106201281,201281,MADERA COMMUNITY HOSPITAL,General Acute Care Hospital,Madera,1250 E Almond Ave,Madera,93637,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 12,District 5,Madera,Rural,14882,12237,,1127,2240,5420,4930,4073,3529,2711,1704,1251,134,,37,499,1302,5,2,79,13,25182,,19213,7878,28,,2968,774,,59,,5,,497,250,,,22480,85,,1,,,15404,4559,866,3861,2429,,5,1749,3,2722,133,415,650,175,482,2018,2048,5107,1701,1337,112,1245,1275,2341,810,2644,147,27119,106,18884,8129,,,,26478,,510,131,,1119,1133,,20,162,190,277,387,487,373,354,2,,,3,31,110,2,,6,3,2097,,1412,840,,,68,90,157,222,,,95,2,,,1365,243,1,,9,,,879,991,110,241,31,,344,389,20,,128,1,161,656,135,23,14,28,54,182,32,24,2,,59,,,2252,11,1518,723,,,2194,51,7,,,,16
106204019,204019,VALLEY CHILDREN'S HOSPITAL,General Acute Care Hospital,Madera,9300 Valley Children's Pl,Madera,93636,Non-profit Corporation (incl. Church-related),Level II - Pediatric,Emergency - Basic,,,300-499,District 12,District 5,Madera,Rural,31530,32655,1,35914,17063,486,149,90,59,14,5,,10406,,123,2345,2684,3780,32,6887,335,48000,,48260,15399,527,,200,63,,9,,,2,2,71,,,63839,,,,,,50038,17,1843,10153,2135,,628,1037,126,2959,127,2520,260,684,848,2456,2988,12577,515,1334,53,1886,71,14294,2636,15904,283,64186,187,52784,11182,6,27,,64046,,5,112,23,2606,3403,,1992,93,,,,,,,1536,2388,,14,296,274,376,5,486,14,4544,,4083,1889,37,,45,4,28,,,,11,18,10,,5861,1,,,8,23,,3070,4,1537,1361,37,,60,1111,143,19,392,18,295,295,614,70,162,192,351,1406,246,178,320,22,1,111,3,6009,39,4921,1039,,10,5993,1,15,,,,38
106210992,210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,General Acute Care Hospital,Marin,99 Montecillo Rd,San Rafael,94903,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 2,District 10,Corte Madera/Fairfax/Kentfield/Larkspur/Marinwood/Mill Valley/Ross/San Anselmo/San Rafael West/Terra Linda,Urban,10926,10296,2,908,1535,1862,1963,2270,2972,3264,3180,3134,136,,56,899,965,228,64,3056,687,15269,,2864,17629,731,,249,213,12,46,279,64,32,68,221,18,3,19868,147,3,,,1,1870,7746,435,10122,1047,4,3,2063,2,1042,71,253,329,312,596,1063,456,5906,1031,1291,46,881,179,964,628,4105,3,21224,252,19910,1012,1,49,8,20900,,245,71,,1284,1439,,9,46,82,143,264,550,697,932,,,,9,109,85,7,8,194,24,2287,,187,2520,16,,173,23,89,470,111,9,3,3,11,,1593,238,,,,,,38,1924,4,727,30,,583,453,41,2,73,1,130,692,244,47,76,37,61,151,39,87,,1,3,2,,2723,39,2616,67,,1,2702,14,7,,,,15
